language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
kapp1237,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,m,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,o,-,-,t,-,-,-
siss1243,-,-,-,-,-,-,-,-,-,t,-,-,a,k,o,l,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,3,-,-,n,-,-,-
mala1487,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
arop1242,-,-,-,-,-,-,-,i,-,l,-,-,u,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sioo1240,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
numb1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-
tami1290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,a,-,-,t,-,-,-
mutu1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,u,-,-,-,-,-,-
gitu1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
mala1489,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,u,-,a,-,-,-,-,-,-
mbul1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,u,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
bari1286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
male1289,-,-,-,-,-,-,-,m,a,l,-,-,a,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
taki1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
matu1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bilb1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mind1255,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
wabb1237,-,-,-,-,-,-,-,-,-,n,-,-,a,-,-,l,-,-,o,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
awad1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ronj1237,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
nana1258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,N,a,7,u,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
mana1295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,e,n,a,-,-,-,-,-,-
