language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
kapp1237,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,n,-,-,-,a,-,-,r,-,-
siss1243,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
siss1243,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,a,-,-,r,-,-
mala1487,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,a,-,-,-,-,-
arop1242,-,-,-,-,t,-,-,-,-,-,a,-,-,-,b,-,-,-,-,-,u,-,-,-,r,-,-,-,a,-,-,-,-,-
gitu1237,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,w,-,-,-,a,-,-,-,-,-
mala1489,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,i,-,-,y,-,-,-,o,-,-,n,-,-
mbul1263,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,u,-,-,-,-,-
kove1237,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,k,-,-,-,o,-,-,-,-,-
bari1286,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,k,-,-,-,o,-,-,-,-,-
taki1248,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,a,-,-,m,-,-
matu1261,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,a,-,-,m,-,-
geda1237,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,e,-,-,-,-,-
geda1237,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,e,-,e,i,-,-
mind1255,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,E,-,-,-,-,-
awad1244,-,t,a,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,d,-,-,-,-,-,-,-,-,-
nana1258,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,b,-,-,-,a,-,-,k,-,-
woge1237,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,l,-,e,v,a,-,-,-,-,-
mana1295,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,l,-,e,-,a,-,-,-,-,-
kair1263,-,-,-,-,q,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,e,-,o,-,-,-,-,-
kiss1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,l,-,e,w,a,-,-,-,-,-
yabe1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,y,-,-,d,Z,o,-,o,-,-,N,-,-
onto1237,-,-,-,-,m,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,a,-,-,-,m,-,-,-,a,-,-,-,-,-
taku1257,-,-,-,-,m,-,-,-,-,-,a,-,-,-,s,-,-,-,-,-,i,-,-,-,n,-,-,-,a,-,-,-,-,-
taku1257,-,-,-,-,m,-,-,-,-,-,a,-,-,-,s,-,-,-,-,-,i,-,-,-,n,-,-,-,a,-,-,-,-,-
sika1261,-,-,-,-,m,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,a,-,-,-,m,-,-,-,a,-,-,-,-,-
nuku1259,-,-,-,-,m,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,a,-,-,-,m,-,-,-,a,-,-,-,-,-
nuku1260,-,-,-,-,m,-,-,-,-,-,a,-,-,-,s,-,-,-,-,-,i,-,-,-,n,-,-,-,a,-,-,-,-,-
nuku1260,-,-,-,-,m,-,-,-,-,-,a,-,-,-,s,-,-,-,-,-,i,-,-,-,n,-,-,-,a,-,-,-,-,-
kapi1249,-,-,-,-,m,-,-,-,-,-,a,-,-,-,h,-,-,-,-,-,i,-,-,-,n,-,-,-,a,-,-,-,-,-
kapi1249,-,-,-,-,m,-,-,-,-,-,a,-,-,-,h,-,-,-,-,-,i,-,-,-,n,-,-,-,a,-,-,-,-,-
kapi1249,-,-,-,-,m,-,-,-,-,-,a,-,-,-,h,-,-,-,-,-,i,-,-,-,n,-,-,-,a,-,-,-,-,-
kapi1249,-,-,-,-,m,-,-,-,-,-,a,-,-,-,h,-,-,-,-,-,i,-,-,-,n,-,-,-,a,-,-,-,-,-
