language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
siss1243,-,-,-,-,e,i,i,-,y,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sobe1238,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,f,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
numb1247,-,-,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
tami1290,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
gitu1237,-,-,-,-,-,-,-,-,s,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,-,s,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
bari1286,-,-,g,-,a,-,-,-,d,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
taki1248,-,-,-,-,-,-,-,-,f,-,-,-,o,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,f,-,-,-,o,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mana1295,-,-,-,-,e,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
mana1295,-,-,-,-,a,-,-,-,t,a,b,-,a,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
kair1263,-,i,y,-,e,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yabe1254,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
onto1237,-,-,-,-,-,-,-,-,l,-,-,-,u,-,-,-,N,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
taku1257,-,-,-,-,a,-,-,-,l,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
nuku1259,-,i,-,-,a,-,-,-,r,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
nuku1260,-,-,-,-,-,-,-,-,l,-,-,-,u,-,-,-,n,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,n,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
samo1305,-,i,-,-,-,-,-,-,l,-,-,-,u,-,-,-,N,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,-,-,l,-,-,-,u,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
tiko1237,l,u,g,-,a,-,-,-,r,-,-,-,u,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,-,r,-,-,-,u,-,-,-,N,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,-,7,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,-,7,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
tong1325,-,-,-,-,-,-,-,-,7,i,7,-,o,l,u,-,N,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,-,l,-,-,-,u,-,-,-,n,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-
emae1237,-,-,-,-,-,-,-,-,r,-,-,-,u,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
mung1271,-,-,-,-,-,-,-,-,7,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
futu1245,-,-,w,-,e,-,i,h,l,-,-,-,u,-,-,-,n,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-
west2516,-,-,-,-,a,-,-,-,l,-,-,-,u,-,-,-,N,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
mele1250,-,-,-,-,-,-,-,-,r,-,-,-,u,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,-,-,l,-,-,-,u,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
pile1238,-,-,-,-,-,-,-,-,l,-,-,-,u,-,-,-,n,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,-,-,r,-,-,-,u,-,-,-,n,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-
penr1237,-,-,-,-,-,-,-,-,r,-,-,-,u,-,-,-,n,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,r,-,-,-,u,-,-,-,N,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,-,r,-,-,-,u,-,-,-,n,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,-,r,-,-,-,u,-,-,-,-,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-
mang1402,-,-,-,-,-,-,-,-,r,-,-,-,u,-,-,-,n,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,-,r,-,-,-,u,-,-,-,n,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-
maor1246,-,-,-,-,i,-,-,-,r,-,-,-,u,-,-,-,n,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-
