language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44
bauu1243,-,-,-,-,l,e,k,a,-,-,l,-,-,e,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
west2519,-,-,-,-,l,e,k,a,-,-,l,-,-,e,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
muss1248,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,n,-,a,-
bulu1253,-,-,-,-,b,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,k,-,a,-
mudu1242,-,-,-,-,b,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
unea1237,-,-,-,-,b,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
naka1262,-,-,-,-,b,-,-,-,-,-,-,-,-,o,-,-,-,b,o,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
mera1242,-,-,-,-,b,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
dori1246,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,s,-,-,u,-,-,-,-,-,-,-,-,-
wala1266,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,-,d,o,-,-,k,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kwai1243,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,7,-,-,-,o,-,-,-,-,-,s,-,-,u,-,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-,-
kwar1239,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,d,o,k,o,-,-,-,-,-,-,-,-,-
baeg1237,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-,-
fata1245,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-,-
toab1237,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-,-
bael1237,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-,-
long1395,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,m,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
oroh1237,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,7,-,-,u,-,-,-,-,-,r,-,a,-
area1240,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,7,-,-,u,-,-,-,-,-,s,-,i,-
rihu1237,-,-,-,-,p,-,w,-,-,-,-,-,-,o,-,-,-,p,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,N,-,a,-
haun1237,-,-,-,-,p,-,w,-,-,-,-,-,-,o,-,-,-,p,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,N,-,a,-
kahu1241,-,e,a,-,p,-,w,-,-,-,-,-,-,u,-,-,-,p,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
sant1413,-,-,a,-,p,-,w,o,-,-,-,-,-,u,-,-,-,p,-,-,-,w,-,-,-,o,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
aros1241,-,-,-,-,p,-,w,-,-,-,-,-,-,a,-,-,-,p,-,-,-,w,-,-,-,a,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-
tolo1254,-,-,-,-,k,-,-,o,-,-,l,-,-,u,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,l,-,-,u,-,-,-,-,-,-,-,-,-
tolo1254,-,-,-,-,k,-,-,o,-,-,l,-,-,u,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,l,-,-,u,-,-,-,-,-,-,-,-,-
bira1254,-,-,-,-,k,-,-,o,-,-,l,-,-,u,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,l,-,-,u,-,-,-,-,-,-,-,-,-
tand1254,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,r,-,-,i,-,-,-,-,-,-,-,-,-
mala1484,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
leng1259,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,m,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
bugh1239,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
taba1261,-,p,o,-,t,-,-,i,-,-,p,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
lihi1237,-,p,o,-,s,-,-,-,-,-,p,-,-,o,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
siar1238,-,p,o,-,t,-,-,-,-,-,p,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
labe1239,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
surs1246,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,i,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kand1301,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,r,n,a,-
ramo1244,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,r,-,i,-
kuan1248,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,k,-,a,n
mini1251,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
bilu1244,-,-,a,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nali1244,-,-,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
west2524,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,i,p
tian1237,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tiga1245,-,-,-,-,p,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
lele1267,-,m,-,-,m,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2856,-,m,-,-,m,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nama1268,-,-,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
orko1234,-,m,-,-,w,-,-,e,r,m,w,-,-,e,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
daka1243,-,m,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sowa1244,-,-,-,-,w,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
sowa1244,-,-,-,-,w,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sowa1244,-,m,-,-,w,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
seke1241,-,-,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
apma1240,-,-,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
saaa1241,-,p,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,p,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
mere1242,-,-,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
arak1252,-,-,-,-,p,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,t,-,-,-,e,p,-,e,-,-,t,-,-,e,-,-,-,-,-,-,-,-,-
hano1246,-,-,-,-,v,-,-,-,-,-,w,-,-,e,-,-,-,-,-,-,-,l,-,-,-,-,v,w,e,-,-,l,-,-,e,-,-,-,-,-,-,-,-,-
mota1237,-,-,-,-,q,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,u,-,-,t,u,-,i,-,-,-,-,-,-,-,-,-
mara1399,-,-,-,-,b,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nese1235,-,-,-,-,m,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,l,-,-,-
nasa1240,-,n,-,-,b,-,-,-,-,-,-,-,-,o,-,-,-,i,-,-,-,n,-,-,-,-,b,-,-,-,-,-,-,-,o,-,-,-,-,-,i,-,-,-
dixo1238,-,h,i,n,b,-,-,-,-,-,-,-,-,o,-,-,-,i,-,-,-,n,-,-,-,-,b,-,-,-,-,-,-,-,o,-,-,-,-,-,i,-,-,-
lete1241,-,n,-,-,b,-,-,-,-,-,-,-,-,o,-,-,-,i,-,-,-,n,-,-,-,-,b,-,-,-,-,-,-,-,o,-,-,-,-,-,i,-,-,-
labo1244,-,-,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,7,-,-,-,a,w,-,-,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-
litz1237,-,-,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,x,-,-,-,u,b,-,-,-,-,-,-,-,u,-,-,-,-,-,x,-,-,-
vinm1237,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,7,-,-,-,a,b,-,-,-,-,-,-,-,u,-,-,-,-,-,x,-,-,-
sout2857,-,m,-,-,b,-,-,-,-,-,-,-,-,i,-,-,-,y,-,-,-,7,-,-,-,m,b,-,-,-,-,-,-,-,i,-,-,-,-,y,7,-,-,-
nati1244,-,n,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
katb1237,-,-,-,-,m,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,t,-,-,-
katb1237,-,-,-,-,m,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
leip1237,-,b,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-
loni1238,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-
louu1245,-,-,-,-,t,-,-,o,-,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-
naun1237,-,-,-,-,t,-,-,u,-,-,t,-,-,u,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-
kheh1237,-,-,-,-,k,-,-,o,-,-,m,-,-,u,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
liku1243,-,-,-,-,k,-,-,a,-,-,m,-,-,u,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
seim1238,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,n,-,a,n
amba1265,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
wand1267,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-
matb1237,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gebe1237,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,p,o,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
asss1237,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
irar1238,-,-,-,-,f,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
