language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58
surs1246,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,l,-,-,3,-,-,-,-,-,-,u,-,-,-,-,-,-,-
ramo1244,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,u,-,-,-,l,-,-,a,-,-,k,-,-,-,-,-,-,-,-,-,-,-
kuan1248,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,l,-,-,o,-,-,k,-,-,-,o,-,-,-,-,-,-,-
mini1251,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,k,-,-,o,-,b,-,-,-,-,-,i,-,-,-,l,-,-,o,-,-,k,-,-,-,o,-,-,-,-,-,-,-
bilu1244,-,-,-,-,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,i,-,-,-,l,-,-,a,-,-,k,-,-,-,-,-,-,-,-,-,-,-
west2524,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,e,-,-,-,l,-,-,a,-,-,v,-,-,-,a,-,-,-,-,-,-,-
west2524,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,e,-,-,-,l,-,-,a,-,-,v,-,-,-,a,-,-,-,-,-,-,-
tiga1245,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,v,-,-,-,-,-,e,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
tiga1245,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,v,-,-,-,-,-,e,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
lamu1255,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,3,-,-,m,-,-,-,-,b,-,-,-,-,-,i,-,-,-,l,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,N,-
mada1285,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,v,a,t,s,a,s,a,-,-,-,l,-,-,a,-,-,-,-,-,-,o,-,-,-,-,-,-,-
mada1285,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,v,a,t,s,a,s,a,-,-,-,l,-,-,a,-,-,-,-,-,-,o,-,-,-,-,-,-,-
ngun1274,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,o,-
lele1267,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,u,m,-,m,-,-,-,a,-,-,-,-,-,-,-
sout2856,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-,-
nama1268,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-,-
orko1234,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,a,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
sowa1244,-,-,-,-,-,-,w,-,o,-,-,-,-,t,-,-,a,b,-,-,k,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
sowa1244,-,-,-,-,-,-,w,-,o,-,-,-,-,t,-,-,a,b,-,-,k,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,u,-,t,s,u,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,s,-
apma1240,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,b,w,a,k,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,b,w,a,k,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
sout2858,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,i,-,-,-,-,-,-,a,-,-,-,-,-,-,-
sout2859,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,i,-,-,-,-,-,-,a,-,-,-,-,-,u,-
arak1252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
hano1246,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,g,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
hano1246,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,g,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
motl1237,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,a,m,i,-,y,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
leme1238,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,o,-,-,-,r,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mota1237,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,r,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
hiww1237,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,3,L,-,-,L,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-
mara1399,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
nese1235,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mpot1241,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,b,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
maee1241,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
vaoo1237,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,b,-,-,-,a,-,-,-,-,-,r,-
nasa1240,-,-,-,-,-,-,h,-,E,-,-,-,-,n,-,-,-,-,-,-,d,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,l,-,-,-,E,-,-,-,-,-,-,-
dixo1238,-,-,-,-,-,-,-,-,e,-,-,-,-,n,-,-,-,-,-,-,d,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,l,-,-,-,3,-,-,-,-,-,-,-
lete1241,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,E,n,-,-,d,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,l,-,-,-,E,-,-,-,-,-,-,-
labo1244,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,8,-,-,-,a,-,-,-,-,-,-,-
labo1244,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,g,u,t,a,-,-,8,-,-,-,a,-,-,-,-,-,-,-
vinm1237,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
malf1237,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,i,-,-,-,N,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,e,-,-,-,-,-,-,o,-,-,-,-,-,-,-
malf1237,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,i,-,-,-,N,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,e,-,-,-,-,-,-,o,-,-,-,-,-,-,-
navw1234,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,i,-,-,-,N,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-,-,-,o,-,-,-,-,-,-,-
navw1234,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,i,-,-,-,N,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-,-,-,o,-,-,-,-,-,-,-
sout2857,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,g,-,i,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,g,-,-,a,p,-,l,-,-,e,w,-,-,-,-,-,-,-
nati1244,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,i,-,-,-,N,-,i,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,g,-,-,a,p,-,l,-,-,e,o,-,-,-,-,-,-,-
niti1249,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,i,-,-,-,k,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
katb1237,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
unua1237,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
unua1237,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
wala1267,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nisv1234,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,i,-,-,-,n,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-,-
nisv1234,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,i,-,-,-,n,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-,-
nasv1234,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,g,-,-,a,-,-,-,-,-,-,o,-,-,-,-,-,-,-
nasv1234,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-,-
nasv1234,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-,-
axam1237,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,g,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-,-
avok1244,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,e,s,i,N,-,-,-,e,-,-,-,-,-,s,-
mask1242,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,i,-,-,-,n,-,E,-,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,n,-,-,E,-,-,-,-,-,-,s,-,-,-,-,-,-,-
aulu1238,-,-,-,-,-,-,t,-,E,-,-,-,-,n,b,l,u,-,-,-,N,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
aulu1238,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,d,a,n,-,-,g,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-
bwen1239,-,-,-,-,-,-,t,-,i,-,-,-,-,n,b,l,u,-,-,-,N,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-,-
burm1263,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,d,u,-,-,-,m,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-,-
burm1263,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,d,u,-,-,-,m,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-,-
leip1237,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,e,-,-,b,-,b,u,-,w,-,-,-,-,-,e,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,w,-
loni1238,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,w,-
naun1237,-,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,d,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,w,-
liku1243,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,w,-
kayu1243,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,e,-,-,N,-,-,-,-,g,-,-,-,-,-,a,-,-,-,r,-,-,a,-,-,w,-,-,-,a,-,-,-,-,-,-,-
gebe1237,-,-,-,-,-,-,p,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hako1237,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,k,-,-,o,-,-,-,-,-,-,-,-,-,-,-,r,-,-,a,-,-,k,-,-,-,i,-,-,-,-,-,-,-
neha1247,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
tora1259,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,k,-,-,a,-,p,-,-,-,-,-,i,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
aluu1243,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
urua1242,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
rovi1238,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,q,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
duke1237,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
duke1237,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,N,-,g,a,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
hoav1238,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
kusa1251,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
maro1244,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,u,-,-,-,k,-,a,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
vang1243,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,u,-,-,-,k,-,a,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
kubo1244,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,l,-,-,o,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,i,-
lung1249,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,l,-,-,o,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,i,-
simb1256,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,l,-,-,o,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,i,-
sisi1250,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,k,-,-,a,-,y,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,Z,-,-,-,o,-,-,-,-,-,-,-
seng1280,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,3,-,-,k,-,-,a,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
riri1237,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
vagh1249,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
vari1239,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
zaba1237,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,k,-,-,a,-,p,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
lagh1246,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,k,-,-,a,-,f,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
zaza1245,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,h,-,a,-,-,k,-,-,a,-,f,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
blab1237,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,k,-,-,a,-,f,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
koko1269,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,k,-,-,a,-,f,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
gaoo1237,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,h,-,a,-,-,k,-,-,a,-,f,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
sali1295,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,i,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,i,-
buna1276,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,g,-,-,-,-,-,o,-,-,-,w,-,-,-,-,-,-,-,-,-,a,g,o,-,g,-,o,-
bwai1243,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,-,a,-,i,-,y,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bwai1243,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,-,a,-,i,-,y,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
idun1242,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,w,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,u,-
idun1242,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,w,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,u,-
diod1237,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,w,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,o,-
diod1237,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,w,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,o,-
iama1237,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,7,-,-,-,-,-,a,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kolu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
