language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41
arop1242,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,o,-,k,-,-,-,-
taki1248,-,-,-,-,g,-,r,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
matu1261,-,-,-,-,g,a,r,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
matu1261,-,-,-,-,g,o,r,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,t,-,u,-,-
bilb1241,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,k,-,u,-,-
bilb1241,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,t,-,u,-,-
mana1295,-,-,-,-,s,e,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,m,-,-,-,-
mana1295,-,-,-,-,s,e,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
kair1263,-,-,-,-,s,a,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,5,-,-,-,-
kair1263,-,-,-,-,-,i,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,o,-,5,-,-,-,-
onto1237,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
onto1237,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,k,o,-,u,-,-,-,-,-,-,r,-,-,u,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,k,o,-,u,-,-,-,-,-,-,r,-,-,u,-,-,-,-,-,-
nuku1260,-,-,-,-,-,-,-,b,-,-,-,-,-,-,i,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
nuku1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
kapi1249,-,-,-,-,l,i,-,b,-,-,-,-,-,-,o,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
futu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
mele1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
west2516,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,7,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,7,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,7,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,7,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
tong1325,-,-,-,-,-,-,-,7,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
emae1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
pile1238,-,-,-,-,-,-,-,p,i,-,-,-,h,o,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
pile1238,-,-,-,-,-,-,-,p,i,-,-,-,h,o,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
raro1241,-,-,-,-,-,u,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
penr1237,-,-,-,-,-,u,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
tuam1242,-,-,-,-,-,u,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
mang1401,-,-,-,-,-,u,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
raka1237,-,-,-,-,-,u,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
raka1237,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,p,-,-,-,-,-,u,o,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
maor1246,-,-,-,-,-,u,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
nort2845,-,-,-,-,-,u,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
hawa1245,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
tahi1242,-,-,-,-,-,u,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
nuku1258,-,-,-,-,-,-,-,p,o,-,-,-,h,o,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
niua1240,-,-,-,-,-,-,-,7,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
niua1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,i,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-
west2519,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
mudu1242,-,-,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
unea1237,-,-,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
naka1262,-,-,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
dori1246,-,-,-,-,-,-,-,g,-,-,-,-,-,-,o,-,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
wala1266,-,-,-,-,-,-,-,g,-,-,-,-,w,-,a,-,-,-,u,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
kwai1243,-,-,-,-,-,-,-,g,-,-,-,-,-,-,o,-,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,k,-,-,-,-,w,-,o,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,-,g,-,-,-,-,w,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
baeg1237,-,-,-,-,-,N,-,g,-,-,-,-,w,-,a,-,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
fata1245,-,-,-,-,-,-,-,g,-,-,-,-,w,-,a,-,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,g,-,-,-,-,w,-,a,-,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,g,-,-,-,-,w,-,a,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bael1237,-,-,-,-,-,N,-,g,-,-,-,-,w,-,a,-,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
gula1270,-,-,-,-,-,-,-,-,-,-,-,-,g,-,o,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
long1395,-,-,-,-,-,m,-,b,-,-,-,-,w,-,a,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
oroh1237,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,7,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
area1240,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,p,-,-,-,-,w,-,a,-,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-
kahu1241,-,-,-,-,-,-,-,p,-,-,-,-,w,-,3,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
aros1241,-,-,-,-,-,-,-,b,-,-,-,-,w,-,a,-,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
mala1484,-,-,-,-,-,-,-,-,-,-,-,-,v,-,u,N,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
bira1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,l,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
leng1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,l,-,-,u,-,-,N,-,-,-,-,-,-,-,-,-,g,-,-,u,-,-,-,-,-,-
leng1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,o,v,a,N,-,-,-,-,-,-,-,-,-,g,-,-,u,-,-,-,-,-,-
bugh1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
gela1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
baro1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,m,-,-,-,-
tang1348,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,k,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
lihi1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,k,-,-,o,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
siar1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,u,k,-,l,-,-,-,-,-,-,-,-,-,u,-,-,u,-,n,-,-,-,-
patp1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
kuan1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,u,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,n,-,a,-,-
mini1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,u,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,n,-,a,-,-
tiga1245,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
tung1290,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
tung1290,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tian1237,-,-,-,-,-,-,-,b,-,-,-,-,-,-,e,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,e,-,n,-,a,-,-
nali1244,-,-,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-
sout2856,-,-,-,-,n,-,-,p,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
lele1267,-,-,-,-,n,a,p,p,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,n,-,a,-,-
eton1255,-,-,-,-,-,-,-,p,-,-,-,-,w,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,N,-,-,-,-
nama1268,-,-,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
lewo1242,-,-,-,-,-,-,-,p,-,-,-,-,w,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
lame1260,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
bier1244,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,u,-,n,-,-,-,-,g,-,-,u,-,-,-,-,-,-
baki1244,-,-,-,-,-,-,-,p,a,r,n,b,w,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-
bier1246,-,-,-,-,n,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,N,-,-,-,-
maii1238,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,N,-,-,-,-
orko1234,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
port1286,-,-,-,-,n,-,-,b,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,k,-,-,-,-
lonw1238,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,k,-,-,-,-
nort2839,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,o,-,N,-,-,-,-
daka1243,-,-,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,e,-,n,-,-,-,-
sout2859,-,-,-,-,-,-,-,v,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-,-,-,-,t,-,-,s,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
seke1241,-,-,-,-,-,-,-,b,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,-,b,-,-,-,-,o,-,o,-,-,-,-,-,-,t,-,-,o,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,-,b,-,-,-,-,w,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,-,b,-,-,-,-,o,-,o,-,-,-,-,-,-,t,-,-,o,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,-,b,-,-,-,-,w,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mara1399,-,-,-,-,-,-,-,p,-,-,-,-,-,-,3,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,-,n,-,-,-,-
bign1238,-,-,-,-,-,-,-,p,-,-,-,-,-,-,3,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,-,k,-,-,-,-
nese1235,-,-,-,-,n,a,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mpot1241,-,-,-,-,n,a,n,b,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mpot1241,-,-,-,-,n,a,n,p,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,m,-,-,-,-,-,-,-,e,-,-,-,-,-,-
malu1245,-,-,-,-,n,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,n,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
malu1245,-,-,-,-,n,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
malu1245,-,-,-,-,n,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
maee1241,-,-,-,-,n,-,-,b,-,-,-,-,-,-,i,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vaoo1237,-,-,-,-,n,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
nasa1240,h,E,-,-,n,-,-,b,-,-,-,-,w,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-
dixo1238,-,-,-,-,n,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lete1241,-,-,-,-,n,E,n,b,-,-,-,-,w,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
labo1244,-,-,-,-,n,u,n,b,-,-,-,-,-,-,o,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
litz1237,-,-,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,3,-,n,-,-,-,-
vinm1237,-,-,-,-,n,e,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lare1249,-,-,-,-,n,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,e,-,x,-,-,-,-
malf1237,-,-,-,-,n,a,n,b,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,-,n,-,-,-,-
sout2857,-,-,-,-,m,-,-,b,-,-,-,-,w,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nati1244,-,-,-,-,n,-,-,b,-,-,-,-,w,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-
ling1265,-,-,-,-,n,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
niti1249,-,-,-,-,n,E,n,b,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
katb1237,-,-,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-
katb1237,-,-,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nisv1234,-,-,-,-,n,-,-,b,-,-,-,-,w,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nasv1234,-,-,-,-,n,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,3,-,m,-,-,-,-
