language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48
sobe1238,-,-,-,-,-,-,m,-,-,-,-,-,e,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
sobe1238,-,-,-,-,-,-,m,-,-,-,-,-,e,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
numb1247,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
tami1290,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-
tami1290,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-
mutu1242,t,u,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,n,-,-,-,-,u,-,-,-,-,-
gitu1237,t,u,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-
mala1489,t,u,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-
kove1237,w,a,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
bari1286,o,a,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
mala1487,-,-,-,-,-,-,l,-,-,-,-,-,u,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
taki1248,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
taki1248,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
matu1261,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,n,-,-
matu1261,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,n,-,-
geda1237,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,w,-,-,-,-,-,o,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,a,-,n,-,-
geda1237,-,-,-,-,-,-,w,-,-,-,-,-,o,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,a,-,n,-,-
mind1255,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,n,-,-,-,-,a,-,-,n,-,-
mind1255,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,n,-,-,-,-,a,-,-,n,-,-
wabb1237,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,o,-,-,n,-,-
wabb1237,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,o,-,-,n,-,-
awad1244,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,n,-,-
awad1244,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,n,-,-
yabe1254,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,d,a,-,-,N,-,-
onto1237,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,N,-,-,-,-,a,-,-,-,-,-
onto1237,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,N,-,-,-,-,a,-,-,-,-,-
sika1261,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
sika1261,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
sika1261,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
sika1261,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
nuku1259,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
nuku1259,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
nuku1260,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
nuku1260,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
kapi1249,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
kapi1249,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
futu1245,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
futu1245,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
tiko1237,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
tiko1237,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
anut1237,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,a,-,n,a,p,-,a,n,-,-,-,-,a,-,-,-,-,-
anut1237,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,a,-,n,a,p,-,a,n,-,-,-,-,a,-,-,-,-,-
samo1305,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-
samo1305,-,-,-,-,-,-,v,-,-,-,-,-,e,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-
west2516,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
west2516,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
east2447,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
east2447,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
wall1257,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
wall1257,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
wall1257,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
wall1257,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
tong1325,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
tong1325,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
niue1239,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
niue1239,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
emae1237,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-
