language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37
kapp1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,-,-,n,i,-,-,-,-,i,-,-,-,-,-,-
mala1487,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,k,-,-,-
arop1242,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,-
numb1247,-,-,m,-,-,-,-,a,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-,-
tami1290,-,-,n,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-
mutu1242,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-
gitu1237,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-
mala1489,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-
mbul1263,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,-,N,-,-,-,-,-,i,-,-,-,-,-,-
bari1286,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-
male1289,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,e,-,-,-,-,-,-,-,p,-,-,-,-,-,o,-,-,-,-,-,-
taki1248,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-
matu1261,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,z,-,-,-,-,-,a,a,-,n,-,-,-
bilb1241,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-
mind1255,-,-,n,-,-,-,-,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-
wabb1237,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,o,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-
ronj1237,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-
nana1258,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,-,b,i,g,-,-,-,u,-,-,-,-,-,-
woge1237,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,-
mana1295,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,-
kair1263,-,-,y,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,Z,i,n,-,-,-,a,-,-,i,-,-,-
kiss1246,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,-
yabe1254,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,e,-,T,t,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-
onto1237,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,o,-,-,-,-,-,-,-,k,-,-,-,-,-,o,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,a,-,-,e,-,-,-,-,k,-,-,-,-,-,o,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-
nuku1260,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,o,-,-,-,-,-,-,-,d,-,-,-,-,-,o,-,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,o,-,-,-,-,-,-,-,d,-,-,-,-,-,o,-,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,-,-,-,-,k,-,e,-,-,l,a,-,k,e,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-
tong1325,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-
emae1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-
mung1271,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-
futu1245,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-
west2516,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-
mele1250,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-
toke1240,-,-,p,-,-,-,-,a,-,-,l,-,a,-,-,p,a,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,-
