language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44
mala1487,-,-,-,-,-,-,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,a,-,-,i,-,-,-,-,-,-
mala1487,-,-,-,-,-,-,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,a,-,-,i,-,-,-,-,-,-
numb1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,z,-,-,-,-,u,-,-,w,a,-,-
tami1290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,o,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
mutu1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,z,-,-,-,-,u,-,-,b,-,-,-
mutu1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,z,-,-,-,-,u,-,-,b,-,-,-
mbul1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,z,-,i,-,-,u,-,-,-,-,-,-
mbul1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,z,-,i,-,-,u,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,r,-,a,r,-,i,-,-,-,-,-,-
male1289,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,l,-,a,-,-,-,-,-,-,-,-,-
male1289,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,l,-,a,-,-,-,-,-,-,-,-,-
taki1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,u,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,-,-,i,-,-,-,y,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,u,n,i,i,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,-,-,i,-,-,-,y,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,u,-,-,u,-,-,-,-,-,-
mind1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,u,w,a,i,y,3,p,-,-,-
wabb1237,-,-,-,n,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-
wabb1237,-,-,-,n,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-
awad1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-
awad1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-
ronj1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,g,e,p,-,-,-
nana1258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,i,-,-,p,-,-,-
woge1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,u,-,-,-,-,-,-
