language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42
kapp1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
sobe1238,-,-,-,-,-,-,-,-,-,-,t,-,e,-,s,-,e,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
numb1247,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,e,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,e,-,-,m,-,i,-
tami1290,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
mutu1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gitu1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
mala1489,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
mbul1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,-,-,-,k,-,e,-,h,-,e,-,-,t,a,u,-,e,r,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
bari1286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
male1289,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,e,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
ronj1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,e,-,-,n,-,i,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
sioo1240,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,i,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
sioo1240,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,i,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
mala1487,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
arop1242,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,t,-,u,N,a,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
taki1248,-,-,-,k,-,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,k,-,-,-
matu1261,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,k,-,-,-
matu1261,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,e,-,-,k,-,-,-
geda1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
bilb1241,-,-,-,k,-,-,-,e,-,-,t,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mind1255,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,m,o,m,-,-,-
wabb1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,i,-,-,p,-,-,-
awad1244,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,e,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,k,-,-,-
woge1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mana1295,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,e,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
kair1263,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
yabe1254,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,e,-,-,N,-,-,-
yabe1254,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,N,-,-,-
meng1267,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,e,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
onto1237,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nuku1259,h,-,o,k,-,-,-,o,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nuku1259,h,-,o,k,-,-,-,o,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nuku1260,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
futu1245,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mele1250,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,e,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
west2516,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tong1325,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
emae1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
pile1238,-,-,-,k,-,-,-,o,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
pile1238,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
pile1238,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
penr1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,-,-,-,t,-,e,-,t,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
maor1246,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
hawa1245,7,-,-,-,-,-,-,e,-,-,k,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
hawa1245,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tahi1242,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tahi1242,h,-,o,-,-,-,-,o,-,-,7,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
nuku1258,h,-,o,k,-,-,-,o,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
rotu1241,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
bola1250,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
bola1250,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
bulu1253,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,e,-,-,n,-,a,-
naka1262,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
naka1262,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
mera1242,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
mera1242,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
dori1246,-,-,-,-,-,-,-,e,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wala1266,-,-,-,-,-,-,-,e,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kwai1243,-,-,-,-,-,-,-,-,-,-,t,-,e,-,7,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,e,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,-,-,-,t,-,a,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,-,e,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
baeg1237,-,-,-,-,-,-,-,E,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
