language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45
unua1237,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,t,S,i,-,N
navu1237,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,u,b,a,e,r,-,-,-,-,-,a,-,-,-,-,-,-
navu1237,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,u,b,a,e,r,-,-,-,-,-,a,-,-,-,-,-,-
tial1239,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,e,-,-,-,a,-,-,-,-,-,-
tial1239,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,e,-,-,-,a,-,-,-,-,-,-
akei1237,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,e,-,-,-,-,-,-
akei1237,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,e,-,-,-,-,-,-
fort1240,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,o,-,-,-,-,-,-
mere1242,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,u,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-
tolo1255,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,u,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-
moro1286,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,o,-,-,-,-,-,-
tamb1253,-,-,-,-,s,-,a,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,s,-,-,-,-,a,-,-,-,h,-,-,-,-,-,a,-,-,-,-,-,-
malo1243,-,-,-,-,s,-,a,-,-,-,x,-,-,-,-,-,-,-,a,-,-,-,-,s,-,-,-,-,a,-,-,-,x,-,-,-,-,-,a,-,-,-,-,-,-
tutu1241,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,a,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
east2443,-,-,-,-,t,-,a,-,n,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-,-
cent2058,-,-,-,-,r,-,o,-,n,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-,-
baet1237,-,-,-,-,r,-,o,-,n,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-,-
leha1244,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,x,-,m,-,-,u,-,-,-,x,-,-,-,-,-,E,-,-,-,-,-,-
motl1237,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,w,u,m,-,w,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
leme1238,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,x,-,m,-,-,u,-,-,-,x,-,-,-,-,-,u,-,-,-,-,-,-
mota1237,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,w,-,m,a,w,u,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
merl1237,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,x,-,m,-,-,u,-,-,-,x,-,-,-,-,-,i,-,-,-,-,-,-
loto1240,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,E,-,-,-,-,x,-,m,-,-,E,-,-,-,x,-,-,-,-,-,E,-,-,-,-,-,-
leip1237,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,e,-,-,s,-,-,-
louu1245,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-,-,s,-,-,-
naun1237,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-,-,s,-,-,-
riri1237,-,-,-,-,-,-,y,-,d,-,Z,-,-,-,-,-,-,-,o,-,-,-,o,y,-,-,-,-,-,-,-,-,d,-,-,-,-,-,Z,-,-,-,-,-,-
sisi1250,n,-,-,-,-,-,y,n,d,-,Z,-,-,-,-,-,-,-,a,-,-,-,n,y,-,-,-,-,n,-,-,-,d,-,-,-,-,-,Z,-,-,-,u,-,-
vagh1249,n,-,-,-,-,-,y,-,d,-,Z,-,-,-,-,-,-,-,a,-,-,-,n,y,-,-,-,-,-,-,-,-,d,-,-,-,-,-,Z,-,-,-,-,-,-
vagh1249,n,-,-,-,-,-,y,-,d,-,Z,-,-,-,-,-,-,-,a,-,-,-,n,y,-,-,-,-,n,-,-,-,d,-,-,-,-,-,Z,-,-,-,-,-,-
vari1239,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,u,-,-,-,-,-,-
rovi1238,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,v,-,-,-,-,e,-,-,-,t,-,i,-,-,-,a,-,-,-,-,-,-
ughe1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,t,a,v,-,-,-,-,e,-,-,-,t,-,-,-,-,-,e,-,-,-,-,-,-
duke1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,t,a,v,-,-,-,-,e,-,-,-,t,-,-,-,-,-,e,-,-,-,-,-,-
hoav1238,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,v,e,t,a,v,-,-,-,-,e,-,-,-,t,-,-,-,-,-,e,-,-,-,-,-,-
kusa1251,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,v,e,t,a,v,-,-,-,-,e,-,-,-,t,-,-,-,-,-,e,-,-,-,-,-,-
maro1244,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,v,e,t,a,v,-,-,-,-,e,-,-,-,t,-,-,-,-,-,e,-,-,-,-,-,-
vang1243,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,t,a,v,-,-,-,-,e,-,-,-,t,-,-,-,-,-,e,-,-,-,-,-,-
simb1256,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,v,-,-,-,-,e,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,-
lung1249,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,-
teop1238,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
solo1257,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,o,-,-,n,-,-,-
neha1247,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,l,e,k,-,-,-,-,i,-,-,-,n,-,-,-,-,-,a,-,-,l,e,-,-
bann1247,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,-,-
tora1259,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,-,-
zaza1245,-,-,-,-,-,-,f,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,h,-,-,-,-,-,-,-,-,N,-,-,-,-,-,e,-,-,-,-,-,-
blab1237,-,-,-,-,-,-,f,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,h,-,-,-,-,-,-,-,-,N,-,-,-,-,-,e,-,-,-,-,-,-
koko1269,-,-,-,-,-,-,f,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,e,-,-,-,-,-,-
gaoo1237,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-
suau1242,-,-,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sali1295,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,s,-,o,-,-,w,a,-,-,-,-,-,-
bwan1241,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,s,-,o,-,-,w,a,-,-,-,-,-,-
oyao1237,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,s,-,o,-,-,w,a,-,-,-,-,-,-
auhe1237,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,h,-,o,-,-,w,a,-,-,-,-,-,-
buhu1237,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,o,-,-,-,a,-,-,-,-,-,-
moli1248,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,s,-,e,-,-,w,a,-,-,-,-,-,-
dobu1241,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,i,-,-,-,n,-,u,-,-,w,a,-,-,-,-,-,-
buna1276,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,x,-,o,-,-,w,a,-,-,-,-,-,-
sewa1251,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,s,-,e,-,-,w,a,-,-,-,-,-,-
guma1254,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,u,-,-,l,i,-,-,-,-,-,-
guma1254,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,u,-,-,l,a,-,-,-,-,-,-
diod1237,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,s,-,e,-,-,w,a,-,-,-,-,-,-
idun1242,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,s,-,e,-,-,w,a,-,-,-,-,-,-
iama1237,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,o,-,-,v,a,-,-,-,-,-,-
iama1237,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,s,-,e,-,-,w,a,-,-,-,-,-,-
kolu1245,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,o,-,-,v,a,-,-,-,-,-,-
kolu1245,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,s,-,e,-,-,w,a,-,-,-,-,-,-
mina1269,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,s,-,e,-,-,w,a,-,-,-,-,-,-
gapa1238,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,i,-,-,b,a,-,-,g,i,-,-
anuk1239,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,i,-,-,b,a,-,-,g,i,-,-
tawa1275,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,a,-,-,-,-,-,-
weda1241,-,-,-,-,n,-,o,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,o,-,-,l,a,-,-,-,-,-,-
dawa1242,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,i,-,-,b,a,-,-,g,i,-,-
kili1267,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,u,-,-,l,a,-,-,-,-,-,-
kuni1263,-,-,-,-,-,-,e,-,-,-,b,i,-,-,-,-,l,-,a,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,-
kuni1263,-,-,-,-,-,-,e,-,-,-,b,i,-,-,-,-,l,-,a,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,-
abad1241,-,-,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,o,-,-,v,a,-,-,-,-,-,-
meke1243,-,-,-,-,-,-,-,-,-,-,p,i,-,-,-,-,n,-,a,-,-,-,-,-,-,-,-,-,u,-,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-
meke1243,-,-,-,-,-,-,-,-,-,-,p,i,-,-,-,-,n,-,a,-,-,-,-,-,-,-,-,-,u,-,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-
mago1248,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,s,-,o,-,-,-,a,-,-,-,-,-,-
pohn1238,-,-,-,-,-,-,-,-,-,-,d,o,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,o,-,-,-,a,-,h,k,-,-,-
ping1243,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,e,-,-,-,d,-,o,-,-,-,a,-,h,k,-,-,-
chuu1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-,-,N,-,-,-
mort1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-,-,N,-,-,-
mars1254,-,-,-,-,-,-,y,-,d,-,Z,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,r,b,w,-,-,-,a,-,-,l,-,-,-
ulit1238,-,-,-,-,-,-,i,-,-,-,y,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,g,-,-,-,a,e,n,g,-,-,-
bebe1252,-,-,-,-,-,-,-,-,-,-,k,u,-,-,-,-,m,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,-
avau1237,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,-
akol1237,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-
mang1403,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-
seng1281,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-,N,-,-,-,-,-,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-,-
seng1281,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-
lore1244,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,N,-,-,-,l,-,-,-,-,-,a,-,-,N,-,-,-
shar1244,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,N,-,-,-,l,-,-,-,-,-,a,-,-,N,-,-,-
saka1289,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,Z,-,-,-,-,-,e,-,-,m,-,-,-
wamp1247,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-
siee1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,m,-,-,-,p,-,u,-,-,r,a,-,T,t,s,-,-
urav1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,u,-,-,r,a,-,-,k,-,-,-
anei1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,o,n,a,x,a,-,-,-,-,-,-
lena1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,u,m,-,w,-,-,-,-,-,-,-
lena1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,u,m,-,w,-,-,-,-,-,-,-
sout2869,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,i,m,-,-,-,-,-,-,-,-,-
sout2869,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,i,m,-,-,-,-,-,-,-,-,-
kwam1252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,m,-,-,-,h,-,u,-,-,-,-,-,-,-,-,-,-
kwam1252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,m,-,-,-,h,-,u,-,-,-,-,-,-,-,-,-,-
dehu1237,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,i,-,-,w,a,-,-,n,-,-,-
iaai1238,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,i,-,-,w,a,-,-,-,-,-,-
