language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37
siss1243,-,-,-,-,-,-,-,t,-,a,k,t,u,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sioo1240,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sioo1240,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
numb1247,-,-,-,-,-,-,-,t,-,u,-,t,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
numb1247,-,-,-,-,-,-,-,l,-,a,-,l,a,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tami1290,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tami1290,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mutu1242,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,N,-,-,-,-,-,t,-,-,u,-,N,-,u,-,-
mutu1242,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,N,-,-,-,-,-,t,-,-,u,-,N,-,u,-,-
gitu1237,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,t,-,-,u,-,n,-,-,-,-
gitu1237,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,t,-,-,u,-,n,-,-,-,-
mala1489,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,t,-,-,u,-,n,-,-,-,-
mala1489,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,t,-,-,u,-,n,-,-,-,-
mbul1263,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mbul1263,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
bari1286,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bari1286,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
taki1248,-,-,-,-,-,-,-,m,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
matu1261,-,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,i,-,N,g,o,-,-
geda1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
