language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43
nuku1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
nuku1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
nuku1260,-,-,-,-,-,-,h,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
nuku1260,-,-,-,-,-,-,h,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
futu1245,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
futu1245,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
mele1250,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mele1250,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mele1250,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
mele1250,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
mele1250,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
mele1250,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
mele1250,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
tiko1237,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
tiko1237,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
anut1237,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,p,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
anut1237,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,p,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
samo1305,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
samo1305,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
west2516,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
west2516,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
west2516,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
west2516,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
east2447,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
east2447,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
wall1257,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
wall1257,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
tong1325,-,-,-,-,-,-,f,-,-,-,-,-,e,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
tong1325,-,-,-,-,-,-,f,-,-,-,-,-,e,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
niue1239,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
niue1239,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
niue1239,-,-,-,-,-,-,f,-,-,-,-,-,i,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
niue1239,-,-,-,-,-,-,f,-,-,-,-,-,i,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
emae1237,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
emae1237,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
toke1240,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
toke1240,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
pile1238,-,-,-,-,-,-,h,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
pile1238,-,-,-,-,-,-,h,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
pile1238,-,-,-,-,-,-,h,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
pile1238,-,-,-,-,-,-,h,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
raro1241,-,-,-,-,-,-,7,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
raro1241,-,-,-,-,-,-,7,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
raro1241,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-,-,-,-,i,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
raro1241,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-,-,-,-,i,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
raro1241,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-,-,-,-,i,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
penr1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
penr1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
penr1237,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
penr1237,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
penr1237,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
tuam1242,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
tuam1242,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
tuam1242,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
mang1401,-,-,-,-,-,-,7,-,-,-,-,-,a,-,-,-,-,-,-,7,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
mang1401,-,-,-,-,-,-,7,-,-,-,-,-,a,-,-,-,-,-,-,7,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
raka1237,-,-,-,-,-,-,t,a,-,-,m,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
raka1237,-,-,-,-,-,-,t,a,-,-,m,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
raka1237,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
raka1237,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
raka1237,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
rapa1244,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
rapa1244,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
rapa1244,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
rapa1244,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
rapa1244,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
rapa1244,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
maor1246,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
maor1246,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
maor1246,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
puka1242,-,-,-,-,-,-,w,a,-,-,-,-,a,-,-,-,-,-,-,w,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
puka1242,-,-,-,-,-,-,w,a,-,-,-,-,a,-,-,-,-,-,-,w,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
