language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
geda1237,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
bilb1241,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,i,-,-,-,-,-,-,-,-
mind1255,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,o,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
wabb1237,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,t,i,-,u,-,-,-,-,-,-,-,-
awad1244,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,r,-,-,a,-,-,-,-,-,-,-,-
ronj1237,-,-,-,-,-,-,-,s,-,i,-,-,-,-,-,a,-,-,-,-,N,-,-,u,-,-,-,-,-,-,-,-
nana1258,-,-,-,-,-,-,-,s,-,i,-,-,-,-,-,a,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-
mana1295,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
kiss1246,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
yabe1254,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,o,-,-,-,T,t,-,-,s,-,-,-,-,-,-,-,-
onto1237,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
nuku1260,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,d,-,-,u,-,-,-,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,d,-,-,u,-,-,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,7,-,-,a,-,-,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-
tong1325,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
emae1237,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-
mung1271,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,l,-,-,u,-,-,-,-,-,-,-,-
mung1271,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
futu1245,-,-,-,-,-,-,-,f,-,a,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
west2516,-,-,k,o,-,o,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
west2516,-,-,k,o,-,o,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
west2516,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
mele1250,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
pile1238,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,-,p,-,o,-,7,-,-,a,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,-,p,-,o,-,7,-,-,a,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,-,p,-,o,-,7,-,-,a,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,-,p,-,o,-,7,-,-,a,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
penr1237,-,-,-,-,-,-,-,p,-,o,-,h,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
penr1237,-,-,-,-,-,-,-,p,-,o,-,h,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,p,-,o,-,f,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,p,-,o,-,f,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,p,-,o,-,7,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,p,-,o,-,7,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
mang1402,-,-,-,-,-,-,-,p,o,o,-,7,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
mang1402,-,-,-,-,-,-,-,p,o,o,-,7,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,p,-,o,-,h,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,p,-,o,-,h,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
maor1246,-,-,-,-,-,-,-,k,-,o,-,w,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
maor1246,-,-,-,-,-,-,-,k,-,o,-,w,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,p,-,o,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,p,-,o,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,p,-,o,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,p,-,o,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,p,-,o,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,p,-,o,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,7,e,-,a,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
nort2845,-,-,k,-,-,e,-,7,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,k,e,7,a,a,a,-,-
nort2845,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,k,e,7,a,a,a,-,-
ruru1237,-,-,-,-,-,-,-,p,-,o,-,7,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
ruru1237,-,-,-,-,-,-,-,p,-,o,-,7,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
ruru1237,-,-,-,-,-,-,-,7,-,o,-,7,-,-,-,a,-,-,-,-,7,-,-,i,-,-,-,-,-,-,-,-
ruru1237,-,-,-,-,-,-,-,7,-,o,-,7,-,-,-,a,-,-,-,-,7,-,-,i,-,-,-,-,-,-,-,-
ruru1237,-,-,-,-,-,-,-,7,-,o,-,7,-,-,-,a,-,-,-,-,7,-,-,i,-,-,-,-,-,-,-,-
tahi1242,-,-,-,-,-,-,-,7,o,o,-,f,-,-,-,a,-,-,-,-,7,-,-,i,-,-,-,-,-,-,-,-
tahi1242,-,-,-,-,-,-,-,7,o,o,-,f,-,-,-,a,-,-,-,-,7,-,-,i,-,-,-,-,-,-,-,-
tahi1242,-,-,-,-,-,-,-,7,o,o,-,f,-,-,-,a,-,-,-,-,7,-,-,i,-,-,-,-,-,-,-,-
hawa1245,-,-,-,-,-,-,-,p,o,o,-,h,-,-,-,a,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-
hawa1245,-,-,-,-,-,-,-,p,o,o,-,h,-,-,-,a,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-
nuku1258,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
niua1240,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-
rotu1241,-,-,-,-,-,-,-,h,-,a,-,-,-,-,-,a,-,-,-,-,f,-,-,u,-,-,-,-,-,-,-,-
bauu1243,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
west2519,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
muss1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
bola1250,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,d,-,-,o,-,-,-,-,-,-,-,-
bulu1253,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,d,-,-,o,-,-,-,-,-,-,-,-
mudu1242,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,n,d,-,-,o,-,-,-,-,-,-,-,-
unea1237,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
naka1262,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,i,-,-,-,-,-,-,-,-
mera1242,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
dori1246,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
wala1266,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
kwai1243,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
baeg1237,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
fata1245,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
bael1237,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
gula1270,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
long1395,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
oroh1237,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
area1240,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
rihu1237,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
haun1237,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
kahu1241,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sant1413,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
aros1241,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
tolo1254,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
bira1254,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
tand1254,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
mala1484,-,-,-,-,-,-,-,m,-,a,-,k,-,-,-,a,-,-,-,-,r,-,-,a,-,-,-,-,-,-,-,-
leng1259,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
bugh1239,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,h,-,-,i,-,-,r,-,-,a,-,-
gela1263,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
taba1261,v,u,n,-,-,a,-,v,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
lihi1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
tang1348,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
siar1238,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
labe1239,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
surs1246,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
kand1301,-,-,-,-,-,a,-,u,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
ramo1244,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
patp1243,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
kuan1248,-,-,-,-,-,a,-,v,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
mini1251,-,-,-,-,-,a,-,v,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
bilu1244,-,-,-,-,-,o,-,v,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
nali1244,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
west2524,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
tian1237,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
tung1290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
tung1290,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
tung1290,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
lamu1255,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
mada1285,-,-,l,-,-,a,-,v,-,-,-,-,-,-,-,a,r,u,-,a,t,-,-,-,-,-,-,-,-,-,-,-
baro1253,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
lewo1242,-,-,k,-,l,a,i,y,-,-,-,-,-,-,-,a,-,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-
lewo1242,-,-,k,-,l,a,i,y,-,-,-,-,-,-,-,a,-,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-
lame1260,-,-,k,-,l,a,-,b,-,-,-,-,-,-,-,E,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
lame1260,-,-,k,-,l,a,-,b,-,-,-,-,-,-,-,E,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
bier1244,-,-,k,3,l,a,-,b,-,-,-,-,-,-,-,e,-,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-
bier1244,-,-,k,3,l,a,-,b,-,-,-,-,-,-,-,e,-,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-
baki1244,n,-,b,u,r,-,-,b,-,-,-,-,-,-,-,e,-,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-
baki1244,n,-,b,u,r,-,-,b,-,-,-,-,-,-,-,e,-,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-
bier1246,-,-,-,-,n,i,-,b,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
maii1238,-,-,-,-,n,3,-,b,-,-,-,-,-,-,-,a,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
ngun1274,-,-,-,-,-,-,-,v,-,a,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
lele1267,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
sout2856,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
eton1255,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
nama1268,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
orko1234,-,-,-,-,-,-,-,v,-,i,-,-,-,-,-,o,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
port1286,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,E,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
lonw1238,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,e,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
nort2839,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,e,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,-,v,-,i,-,y,-,-,-,o,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
sowa1244,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
seke1241,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,e,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,i,-,-,-,-,t,s,-,i,-,-,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,e,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
sout2858,-,-,-,-,-,a,-,h,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
sout2859,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
navu1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,u,-,-,l,-,-,e,-,-
tial1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,u,-,-,l,-,-,e,-,-
akei1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,u,-,-,l,-,-,e,-,-
fort1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,u,-,-,l,-,-,e,-,-
wail1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,u,-,-,l,-,-,e,-,-
mere1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,u,-,-,l,-,-,e,-,-
wusi1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,u,-,-,l,-,-,a,-,-
tolo1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,u,-,-,l,-,-,e,-,-
vuna1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,u,-,-,l,-,-,e,-,-
valp1237,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
piam1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,u,-,-,l,-,-,e,-,-
tasm1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,u,-,-,l,-,-,e,-,-
noku1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,u,-,-,l,-,-,-,-,-
tang1347,-,-,v,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-,-,-,-,-,-,-,-
malo1243,-,-,t,-,-,a,-,x,-,-,-,-,-,-,-,a,-,-,-,-,s,-,-,i,-,-,-,-,-,-,-,-
arak1252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,u,-,-,l,-,-,e,-,-
tutu1241,-,-,m,-,-,a,-,r,-,-,-,-,-,-,-,a,-,-,-,n,d,-,-,i,-,-,-,-,-,-,-,-
aore1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,i,-,-,l,-,-,a,-,-
