language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
mbul1263,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-
male1289,-,-,-,p,-,o,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
taki1248,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,i,-,-,-
geda1237,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,t,-,-,e,-,-,-,e,-,-,-
geda1237,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,t,-,-,i,-,-,-,i,-,-,-
geda1237,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,n,-,-,i,-,-,-,i,-,-,-
mana1295,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,t,-,-,u,-,7,-,i,-,-,-
mana1295,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,t,-,-,u,-,7,-,i,-,-,-
kair1263,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-
kair1263,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-
onto1237,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
taku1257,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-
sika1261,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-
nuku1259,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-
nuku1260,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,g,-,-,-,-,-,-,i,-,-,-
kapi1249,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,g,-,-,-,-,-,-,i,-,-,-
samo1305,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,7,i,t,u,-,7,-,i,-,-,-
nort2844,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,k,i,t,u,-,k,-,i,-,-,-
tiko1237,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-
anut1237,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-
wall1257,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-
tong1325,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-
