language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
sobe1238,-,-,-,-,a,-,f,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sobe1238,-,-,f,-,e,r,f,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tarp1240,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
taki1248,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,a,-,-,n,-,i,-,-,-,-,-,-
taki1248,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,a,-,-,n,-,i,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,l,i,-,a,-,-,n,i,i,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,l,i,-,a,-,-,n,i,i,-,-,-,-,-,-
kair1263,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,i,-,-,-,-,y,-,-,a,-,-,s,-,-,-,-,-,-,-,-
kair1263,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,s,-,-,-,-,-,-,-,-
onto1237,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nuku1260,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kapi1249,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,f,i,l,i,-,-,f,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-
east2447,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tong1325,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,f,-,-,i,-,-,f,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mung1271,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,g,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mele1250,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
pile1238,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,h,i,l,i,a,-
raro1241,-,-,-,-,-,-,7,-,-,i,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-
penr1237,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mang1402,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-
maor1246,-,-,w,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,i,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
ruru1237,-,-,-,-,-,-,m,-,-,a,-,-,7,-,-,i,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tahi1242,-,-,-,-,-,-,m,-,-,a,-,a,7,-,-,i,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,-
hawa1245,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
rotu1241,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
bauu1243,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,i,-,-,-,-,g,-,-,-,-,-,-,-,i,-,-,-,-,a,-
west2519,-,-,d,-,i,-,g,-,-,-,-,-,-,-,-,i,-,-,-,-,d,-,-,-,-,-,-,-,i,g,-,-,-,i,-
lauu1247,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,a,-
long1395,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
saaa1240,s,o,7,-,o,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,i,-,-,s,-,i,-,-,-,-,-,-
tolo1254,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
bugh1239,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
gela1263,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-
taba1261,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,a,n,-,-,-,e,-
patp1243,-,-,-,-,-,-,p,-,-,i,-,-,p,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,a,k,-,-,-,-,-
patp1243,-,-,-,-,-,-,p,-,-,i,-,-,p,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,a,k,-,-,-,-,-
patp1243,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,a,k,-,-,-,-,-
patp1243,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,a,k,-,-,-,-,-
kuan1248,-,-,-,-,i,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,a,k,-,-,-,-,-
kuan1248,-,-,-,-,i,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,a,k,-,-,-,-,-
mini1251,-,-,-,-,-,-,p,-,-,i,-,-,p,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,a,k,-,-,-,i,-
mini1251,-,-,-,-,-,-,p,-,-,i,-,-,p,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,a,k,-,-,-,i,-
tung1290,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,o,k,-,-,-,-,-
tung1290,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,o,k,-,-,-,-,-
ngun1274,-,-,m,-,a,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,d,-,-,o,-,-,-,-,a,-,-,-,-,-,-
lele1267,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,o,-,-,-,-,-,-
sout2856,-,-,m,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,u,-,-,-,-,-,-
sowa1244,d,u,n,-,-,-,g,-,-,-,-,-,-,-,-,e,-,-,-,-,n,-,-,e,-,-,-,-,e,-,-,-,-,-,-
seke1241,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,e,-,-,-,-,l,-,-,-,-,-,-,-,o,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,e,p,-,-,u,l,-,-,-,-,-,-,-,u,-,-,-,-,-,-
