language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39
tolo1254,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bira1254,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
tand1254,-,-,-,-,-,-,-,-,l,-,-,-,-,-,o,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
leng1259,-,-,s,-,-,-,u,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
bugh1239,-,-,h,-,-,-,u,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
gela1263,-,-,v,-,-,-,u,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
labe1239,-,-,t,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ramo1244,-,-,N,-,-,-,a,-,l,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kuan1248,-,-,n,-,g,-,a,-,l,a,-,-,-,n,a,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,o,-,r,o,i,-,-,-
mini1251,-,-,n,-,g,-,a,-,l,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nali1244,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,u,-,k,-,-,-,-,-
nali1244,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
west2524,-,-,d,-,-,u,a,-,l,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
tian1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,i,-,n,-,-,-,-,-
tiga1245,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
tung1290,-,-,v,u,t,u,-,-,l,-,-,-,-,-,a,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
tung1290,-,-,v,i,t,u,-,-,l,-,-,-,-,-,a,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
tung1290,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
lewo1242,-,-,-,-,-,-,-,-,k,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
lame1260,-,-,-,-,-,-,-,-,k,-,-,-,-,-,e,-,-,-,-,-,b,-,-,i,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
bier1244,-,-,-,-,-,-,-,-,k,-,-,-,-,-,e,-,-,-,-,-,b,-,-,i,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
baki1244,-,-,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
ngun1274,-,-,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,r,-,-,u,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
sout2856,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,e,-,-,-,p,-,-,-
eton1255,-,-,-,-,-,-,-,-,u,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
nama1268,-,-,d,-,-,-,a,-,k,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-
nort2839,-,-,m,-,-,-,-,-,w,-,-,-,-,-,e,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-
daka1243,-,-,-,-,-,-,-,-,w,-,-,-,-,-,o,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
sowa1244,-,-,-,-,-,-,-,-,b,-,-,-,-,w,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
sowa1244,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,o,-,-,-,k,-,-,-
sowa1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,o,-,-,-,k,-,-,-
seke1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,o,-,-,-,k,-,-,-
apma1240,-,-,-,-,-,-,-,-,b,-,-,-,-,w,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-,-,p,-,-,-
sout2859,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,i,-,l,-,-,-,-,-,-,-,-,-,-,e,-,-,-,p,-,-,-
navu1237,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
tial1239,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,n,-,p,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
akei1237,-,-,b,-,-,-,u,-,n,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
fort1240,-,-,b,-,-,-,u,-,n,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mere1242,-,-,t,-,-,-,o,-,r,-,-,-,-,-,o,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
wusi1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,u,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
tolo1255,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,x,a,s,u,-,-,-,-,-,-,-,e,-,-,-,-,-,-,i
valp1237,-,-,s,-,-,-,a,-,l,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
tasm1246,-,-,t,-,-,-,a,-,l,-,-,-,-,-,a,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
tang1347,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,b,-,-,e,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-
malo1243,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,b,-,w,e,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-
arak1252,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,p,-,-,-,-,-,7,-,-,-,-,a,-,-,-,-,-,-,-
aore1237,-,-,n,-,-,-,a,-,t,-,-,-,-,-,a,-,-,-,-,-,b,-,-,e,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-
mafe1237,-,-,b,-,-,-,a,-,l,-,-,-,-,-,a,-,-,-,-,-,b,-,-,o,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mafe1237,-,-,b,-,-,-,a,-,l,-,-,-,-,-,a,-,-,-,-,-,b,-,-,o,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nara1263,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
moro1286,-,-,b,-,-,-,u,-,n,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
east2443,-,-,-,-,-,-,-,-,l,-,-,-,-,-,u,-,-,-,-,-,w,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
west2513,-,-,-,-,-,-,-,-,l,-,-,-,-,-,o,-,-,-,k,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
hano1246,-,-,-,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-,i,-,v,-,-,u,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
cent2058,-,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,a,-,-,-,s,-,-,i
baet1237,-,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,a,-,-,-,s,-,-,-
rori1237,-,-,t,-,-,-,o,-,r,-,-,-,-,t,o,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,n,-,-,-
leha1244,-,-,-,-,-,-,-,-,l,-,-,-,-,-,o,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
leha1243,-,-,-,-,-,-,-,-,l,-,-,-,-,-,u,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
motl1237,-,-,n,-,-,-,i,-,l,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
leme1238,-,-,-,-,-,-,-,-,l,-,-,-,-,-,o,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
vure1239,-,-,x,-,-,-,a,-,l,-,-,-,-,-,o,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
vera1241,-,-,-,-,-,-,-,-,l,-,-,-,-,-,o,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
mota1237,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mota1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,o,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
weta1242,-,-,b,-,-,-,a,-,l,-,-,-,-,-,u,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
nume1241,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
merl1237,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
koro1308,-,-,b,-,-,-,u,-,l,-,-,-,-,-,u,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
hiww1237,y,-,w,-,-,-,-,-,d,-,-,-,-,-,Z,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-
loto1240,-,-,-,-,-,-,-,-,l,-,-,-,-,-,u,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
mara1399,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-
bign1238,-,-,-,-,-,-,i,-,l,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-
nese1235,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-
mpot1241,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
mpot1241,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
mpot1241,-,-,t,-,-,-,i,-,l,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,p,-,p,-,-,-
malu1245,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,m,-,p,-,-,-
malu1245,-,-,-,-,-,-,-,-,l,-,-,-,-,-,E,-,-,-,-,-,p,-,-,-,-,-,l,-,-,-,-,E,-,-,-,p,-,-,-
malu1245,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,m,-,b,-,-,-
malu1245,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,m,-,b,-,-,-
maee1241,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,n,-,d,-,-,-,-,-,l,-,-,-,-,a,-,n,-,d,-,-,-
maee1241,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,n,-,d,-,-,-,-,-,l,-,-,-,-,a,-,n,-,d,-,-,-
vaoo1237,-,-,-,-,-,-,-,-,s,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,x,-,-,-
nasa1240,-,-,-,-,-,-,-,-,l,-,-,-,-,-,E,-,-,-,n,-,b,-,-,E,n,-,d,-,-,-,-,a,-,-,-,u,-,-,-
nasa1240,-,-,-,-,-,-,-,-,l,-,-,-,-,-,E,-,-,-,n,-,b,-,-,E,n,-,d,-,-,-,-,a,-,-,-,u,-,-,-
dixo1238,-,-,-,-,-,-,-,-,l,-,-,-,-,-,E,-,-,-,n,-,b,-,-,E,n,-,d,-,-,-,-,a,-,-,-,u,-,-,-
dixo1238,-,-,-,-,-,-,-,-,l,-,-,-,-,-,E,-,-,-,n,-,b,-,-,E,n,-,d,-,-,-,-,a,-,-,-,u,-,-,-
lete1241,-,-,-,-,-,-,-,-,l,-,-,-,-,-,E,-,-,-,n,-,b,-,-,E,n,-,d,-,-,-,-,a,-,-,-,u,-,-,-
