language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37
kapp1237,-,-,t,-,-,-,i,-,-,-,y,-,-,-,-,i,-,-,-,-,-,-,-,-,-,7,-,-,i,-,3,-,-,-,N,-,-
tami1290,-,-,m,-,-,-,a,-,-,-,w,-,-,-,-,u,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-
tami1290,-,-,m,-,-,-,a,-,-,-,w,-,-,-,-,u,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-
mutu1242,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-,-,-,-,-,z,-,-,-,-,a,-,-,-,-,-,-
gitu1237,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-,-,-,-,-,z,-,-,-,-,a,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,u,-,-,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,u,-,-,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,u,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,u,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-
bari1286,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,u,-,-,-,-,-,-,-,-,-,d,-,-,-,-,a,-,-,-,-,-,-
bari1286,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,u,-,-,-,-,-,-,-,-,-,d,-,-,-,-,a,-,-,-,-,-,-
male1289,-,-,b,-,-,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,-,-,m,a,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,-,-,m,a,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
woge1237,-,-,-,-,-,-,i,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,Z,i,k,a,-,-,-,-,-,-
mana1295,-,-,m,-,-,-,o,-,-,-,p,-,-,-,-,u,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-
mana1295,-,-,m,-,-,-,o,-,-,-,p,-,-,-,-,u,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-
kair1263,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,Z,i,-,e,-,-,-,q,-,-
yabe1254,-,-,g,-,-,e,e,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,b,-,-
yabe1254,-,-,g,-,-,e,e,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,b,-,-
onto1237,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,o,-,-,-,-,-,-,-,-,-,p,-,-,-,-,o,-,-,-,-,-,-
onto1237,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,o,-,-,-,-,-,-,-,-,-,p,-,-,-,-,o,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,o,-,-,-,-,-,-,-,-,-,p,-,-,-,-,o,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,i,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,a,-,-,-,-,-,-,-,-,-,r,e,v,-,-,a,r,-,-,e,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,o,-,-,-,-,-,-,-,-,-,p,-,-,-,-,o,-,-,-,-,-,-
