language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47
kapp1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,k,3,r,i,i,3,k,-,-,-,-,-,-
kapp1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,k,3,r,i,i,3,k,-,-,-,-,-,-
sobe1238,s,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,a,-,-,-,-,r,-,-,-,-,-,-,n,a,-,-,-,-,-,-,m,-,-,-,-,-,-
sobe1238,s,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,a,-,-,-,-,r,-,-,-,-,-,-,n,a,-,-,-,-,-,-,m,-,-,-,-,-,-
numb1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,o,-,-,-
tami1290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,u,-,-,-
mutu1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
gitu1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
mala1489,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
mbul1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
bari1286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
ronj1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,g,-,u,a,-,-,-
sioo1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
mala1487,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,k,-,-,-,-,-,-
arop1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,k,-,-,-,-,-,-
taki1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
matu1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-
bilb1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-
mind1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,o,-,-,-,-,-,-,N,-,g,u,-,-,-
wabb1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-
awad1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-
woge1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
mana1295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
kair1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,N,-,-,-,-,-,-
kiss1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,3,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
yabe1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
