language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
kapp1237,-,-,-,l,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kapp1237,-,-,-,l,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
siss1243,-,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,n,-,-,-,-,-
siss1243,-,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,n,-,-,-,-,-
sobe1238,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,m,-,-,-,-,-
sobe1238,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,m,-,-,-,-,-
tarp1240,-,-,-,t,-,-,a,-,i,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
tarp1240,-,-,-,t,-,-,a,-,i,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mala1487,-,-,-,-,-,-,e,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
arop1242,-,-,-,-,-,-,i,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
sioo1240,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
sioo1240,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
numb1247,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
numb1247,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
tami1290,-,-,-,-,-,-,i,-,y,d,-,-,Z,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,N,-,-,-,-,-
