language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
kapp1237,-,-,-,-,-,-,-,-,r,-,-,i,-,a,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-
siss1243,-,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-
sobe1238,-,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,i,-,-,-,-
tarp1240,-,-,-,-,-,-,-,-,d,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-
mala1487,-,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-
arop1242,-,-,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-
tami1290,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-
mutu1242,-,-,-,i,-,-,-,-,y,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gitu1237,-,-,-,i,-,-,-,-,y,-,-,-,-,a,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
mala1489,-,-,-,i,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
mbul1263,-,-,-,i,-,-,-,-,y,-,-,-,-,o,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-
kove1237,-,-,-,e,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
bari1286,-,-,-,e,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
taki1248,-,-,-,i,-,-,-,-,y,-,-,-,-,o,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-
mind1255,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,-,-,-,o,-,-,-,n,-,-,-,-
wabb1237,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-
awad1244,-,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-
ronj1237,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-
nana1258,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-
woge1237,-,-,-,-,-,-,-,-,d,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-
mana1295,-,-,-,-,-,-,-,-,d,-,-,-,-,a,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-
kair1263,-,-,-,-,-,-,-,-,r,-,r,i,y,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-
kiss1246,-,-,-,-,-,-,-,-,d,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-
yabe1254,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
onto1237,-,-,-,-,-,-,-,-,v,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,-,v,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,-,v,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,-,v,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
