language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
kapp1237,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,i,-,3,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
siss1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tarp1240,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mala1487,-,-,-,-,-,-,-,-,-,-,k,-,-,-,u,-,-,i,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-
arop1242,-,-,-,-,-,-,-,-,-,-,k,-,-,-,u,-,-,i,-,-,-,n,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
sioo1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
sioo1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
numb1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,u,-,-,-,-,m,-,-,u,-,-,-,-
tami1290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-
tami1290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-
mutu1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mutu1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gitu1237,-,-,-,-,-,-,-,-,-,-,n,-,-,-,a,g,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mala1489,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mbul1263,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
bari1286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bari1286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
male1289,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
taki1248,-,-,-,-,-,-,l,u,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
matu1261,-,-,-,-,-,-,l,u,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,l,-,-,i,i,-,-,-,-,-,-,-,-,-,-,-,-
bilb1241,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bilb1241,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mind1255,-,-,-,-,-,-,N,a,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wabb1237,-,-,-,-,-,-,n,a,-,-,-,-,-,l,-,-,-,u,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
