language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37
wala1266,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kwai1243,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,7,-,-,-,-,-,i,-,t,o,-,-,-
lauu1247,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
fata1245,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
fata1245,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,k,-,u,-,-,-,i,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
bael1237,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,i,-,t,o,-,-,-
gula1270,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
long1395,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,s,-,-,-,-,-,u,-,-,-,-,-,-
oroh1237,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,k,-,u,-,-,-,i,-,-,-,-,-,-
area1240,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,k,-,u,-,-,-,i,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,s,-,-,-,-,-,u,-,-,-,-,-,-
kahu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
aros1241,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-,-,-,-,-,u,-,-,-,-,-,-
mala1484,-,-,T,t,S,a,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-
mala1484,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
bira1254,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
leng1259,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
bugh1239,-,-,-,-,-,a,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
bugh1239,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
gela1263,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
mada1285,-,-,l,-,-,a,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,d,-,u,-,-,-,-,-,-,-,-,-,-,-,-
tang1348,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-
lihi1237,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-
siar1238,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-
labe1239,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-
surs1246,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-
kand1301,-,-,-,-,-,a,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-
ramo1244,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-
patp1243,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-
kuan1248,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-
mini1251,-,-,-,-,-,a,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-,-
bilu1244,-,-,-,-,-,a,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-
tiga1245,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
tung1290,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,u,-,v,-,-,-,e,-,k,-,-,-,-
tian1237,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
nali1244,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
sout2856,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-
lele1267,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-
eton1255,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-
nama1268,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-
lewo1242,-,-,l,-,-,o,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
lame1260,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
bier1244,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
baki1244,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
bier1246,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,i,-,-,u,-,-,-
bier1246,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,i,-,-,u,-,-,-
maii1238,-,-,l,-,-,3,n,b,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,N,-,-,-,-,-,3,-,-,-,-,-,-
orko1234,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
port1286,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
lonw1238,-,-,s,-,-,a,-,k,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,k,-,-,-,i,-,-,r,-,-,-
lonw1238,-,-,s,-,-,a,-,k,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,k,-,-,-,i,-,-,r,-,-,-
nort2839,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
sout2859,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
mara1399,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,p,a,x,-,-
bign1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,p,p,o,x,-,-
nese1235,-,-,n,-,-,e,-,v,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-
nese1235,-,-,n,-,-,e,-,v,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-
nese1235,-,-,n,-,-,e,-,v,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-
mpot1241,-,-,n,-,-,i,-,v,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-
mpot1241,-,-,n,-,-,i,-,v,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-
mpot1241,-,-,n,-,-,i,-,v,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-
mpot1241,-,-,n,-,-,i,-,b,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-
mpot1241,-,-,n,-,-,i,-,b,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-
mpot1241,-,-,n,-,-,i,-,b,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-
malu1245,-,-,n,-,-,u,-,x,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
malu1245,-,-,n,-,-,u,-,x,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
malu1245,-,-,n,-,-,o,-,x,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
malu1245,-,-,n,-,-,o,-,x,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
malu1245,-,-,n,-,-,u,-,x,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
malu1245,-,-,n,-,-,u,-,x,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
malu1245,-,-,n,-,-,u,-,x,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
malu1245,-,-,n,-,-,u,-,x,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-
maee1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,n,d,a,x,-,-
vaoo1237,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-
vaoo1237,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-
vaoo1237,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-
nasa1240,-,-,-,-,-,-,-,h,-,-,-,a,n,b,-,-,-,-,-,u,-,-,-,-,r,-,-,-,-,-,m,-,-,a,n,-,-
nasa1240,-,-,-,-,-,-,-,h,-,-,-,a,n,b,-,-,-,-,-,u,-,-,-,-,r,-,-,-,-,-,m,-,-,a,n,-,-
dixo1238,-,-,-,-,-,-,-,h,-,-,-,a,n,b,-,-,-,-,-,u,-,-,-,-,r,-,-,-,-,-,m,-,-,a,n,-,-
dixo1238,-,-,-,-,-,-,-,h,-,-,-,a,n,b,-,-,-,-,-,u,-,-,-,-,r,-,-,-,-,-,m,-,-,a,n,-,-
lete1241,-,-,-,-,-,-,-,h,-,-,-,a,n,b,-,-,-,-,-,u,-,-,-,-,r,-,-,-,-,-,m,-,-,a,n,-,-
lete1241,-,-,-,-,-,-,-,h,-,-,-,a,n,b,-,-,-,-,-,u,-,-,-,-,r,-,-,-,-,-,m,-,-,a,n,-,-
labo1244,-,-,-,-,-,-,-,n,-,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-,x,-,-,-,-,-,m,-,-,e,n,-,-
labo1244,-,-,-,-,-,-,-,n,-,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-,x,-,-,-,-,-,m,-,-,e,n,-,-
labo1244,-,-,-,-,-,-,-,k,-,-,-,a,-,p,-,-,-,-,-,o,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-
litz1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,b,a,x,-,-
vinm1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,b,a,x,-,-
lare1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,n,b,a,x,-,-
malf1237,-,-,n,-,-,i,-,k,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,e,-,-,u,-,-,-
malf1237,-,-,n,-,-,i,-,k,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,e,-,-,u,-,-,-
malf1237,-,-,n,-,-,i,-,k,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,e,-,-,u,-,-,-
navw1234,-,-,n,-,-,i,-,k,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,i,-,-,u,-,-,-
navw1234,-,-,n,-,-,i,-,k,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,i,-,-,u,-,-,-
navw1234,-,-,n,-,-,i,-,k,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,i,-,-,u,-,-,-
sout2857,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-
sout2857,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-
sout2857,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-
nati1244,-,-,-,-,-,-,-,l,-,-,-,i,n,b,-,-,w,-,-,3,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-
ling1265,-,-,n,-,-,a,-,x,-,-,-,a,n,b,-,-,w,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-
katb1237,-,-,-,-,-,-,-,g,-,-,-,a,-,b,-,-,w,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-
nisv1234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,p,a,x,-,-
nasv1234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,p,a,x,-,-
nasv1234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,p,a,x,-,-
axam1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,p,a,x,-,-
avok1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,p,a,x,-,-
port1285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,p,a,x,-,-
mask1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,p,a,x,-,-
