language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
naka1262,-,t,o,l,o,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mera1242,-,t,a,l,a,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mera1242,-,t,a,l,a,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kwai1243,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,k,-,w,-,-,-,-,-,-,a,-,-,-,i,-,-,-,-
lauu1247,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,m,-,a,o,-,f,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,m,-,a,k,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,m,-,u,k,-,w,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,-,-,-,-,a,h,i,-,m,-,a,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,-,-,-,-,a,h,i,-,m,-,a,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
tolo1254,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,a,-,-,-,o,-,-,-,-
mala1484,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,7,-,o,-,-,-,-
leng1259,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,o,-,-,v,-,i,-,-,-,-,a,-,-,-,-,-,-,-,-
bugh1239,-,-,-,-,-,-,-,m,-,-,-,a,-,o,-,m,a,o,-,-,v,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
gela1263,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,o,-,-,v,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
taba1261,-,-,-,-,-,-,-,N,-,-,-,a,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,u,-,v,-,i,-,-,-,-
lihi1237,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-,l,-,-,m,-,-,-,-,-,-,a,-,h,-,-,-,-,-,-
lihi1237,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-,l,-,-,m,-,-,-,-,-,-,a,-,h,-,-,-,-,-,-
tang1348,-,-,-,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,f,-,i,-,-,-,-
tang1348,-,-,-,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,f,-,i,-,-,-,-
siar1238,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,h,-,-,-,-,-,-
surs1246,-,-,-,-,-,-,-,m,-,-,-,3,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,a,-,h,-,-,-,-,-,-
kand1301,-,-,-,-,i,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,u,p,-,-,-,-,-,-
kand1301,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,u,p,-,-,-,-,-,-
patp1243,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,-,-,-,m,o,i,-,-,-,-,a,-,h,-,-,-,-,-,-
kuan1248,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,u,-,-,v,-,i,-,-,-,-,a,-,p,-,-,-,-,-,-
mini1251,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,u,-,-,v,-,i,-,-,-,-,a,-,v,-,i,-,-,-,-
bilu1244,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,-,-,u,-,-,-,-,i,-,-,-,-,a,-,p,-,-,-,-,-,-
nali1244,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,f,-,-,-,-,-,-
west2524,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,u,f,-,-,-,-,-,-
tian1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,u,-,-,-,-,-,-,-
lamu1255,-,-,-,-,-,-,-,m,-,-,-,3,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,n,-,-,-,-,-,-
mada1285,-,-,-,-,i,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
sout2856,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,l,-,a,-,-,-,-
sout2856,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,l,-,a,-,-,-,-
daka1243,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,m,-,-,-,-,-,-,i,-,y,-,a,-,-,-,-
apma1240,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,a,-,w,-,a,-,-,-,-
apma1240,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,m,-,e,-,-,p,-
sout2858,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
sout2859,-,-,-,-,-,-,-,m,-,-,-,E,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,E,-,-,i,-
hano1246,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,o,v,-,i,-,-,-,-
motl1237,-,-,-,-,-,-,-,x,-,-,-,a,-,i,y,N,-,-,-,-,m,-,-,-,-,-,-,-,-,w,-,a,-,-,-,-
mota1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,o,v,-,a,-,-,-,-
mara1399,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,u,-
nese1235,-,-,-,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-,v,-
mpot1241,-,-,-,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,8,-,-,-,-,h,a
malu1245,-,-,-,-,-,-,-,m,-,-,-,u,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,p,-
malu1245,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,p,-
malu1245,-,-,-,-,-,-,-,m,-,-,-,u,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,p,-
malu1245,-,-,-,-,-,-,-,m,-,-,-,u,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,p,-
maee1241,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,p,-
vaoo1237,-,x,-,-,i,n,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
lete1241,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
lete1241,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
litz1237,-,-,-,-,-,-,-,x,-,-,-,a,-,-,-,n,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
vinm1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,l,-,a,-,-,l,-
vinm1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,l,-,a,-,-,l,-
malf1237,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,l,-,E,-,-,n,-
malf1237,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,l,-,E,-,-,n,-
navw1234,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,i,-,a,-,-,l,-
navw1234,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,i,-,a,-,-,l,-
sout2857,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,w,l,-,e,y,d,Z,-
sout2857,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,w,l,-,e,y,d,Z,-
nati1244,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,o,-,l,-,i,-,-,-,-
nati1244,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,o,-,l,-,i,-,-,-,-
katb1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,n,-,g,-,-,-,-,u,-,l,-,a,-,-,l,-
katb1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,n,-,g,-,-,-,-,u,-,l,-,a,-,-,l,-
rere1240,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,f,-
wala1267,-,-,-,-,E,n,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nisv1234,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,o,-,-,l,-
nisv1234,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,o,-,-,l,-
nasv1234,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,u,-,-,l,-
nasv1234,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,u,-,-,l,-
nasv1234,-,n,-,-,a,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,u,-,-,l,-
nasv1234,-,n,-,-,a,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,u,-,-,l,-
axam1237,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,o,-,-,l,-
axam1237,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,o,-,-,l,-
avok1244,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,3,-,-,l,-
avok1244,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,3,-,-,l,-
mask1242,-,h,-,-,a,n,i,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,o,-,-,-,-
aulu1238,-,n,-,g,a,n,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,N,-
aulu1238,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,i,e,-,-,l,-
aulu1238,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,i,e,-,-,l,-
bwen1239,-,x,-,-,a,n,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,N,-
burm1263,-,x,-,-,E,n,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,N,-
leip1237,-,-,-,-,-,-,-,h,-,-,-,o,-,-,-,l,-,-,-,-,m,-,-,-,-,-,-,a,-,w,-,-,-,-,-,-
leip1237,-,-,-,-,-,-,-,h,-,-,-,o,-,-,-,l,-,-,-,-,m,-,-,-,-,-,-,a,-,w,-,-,-,-,-,-
loni1238,-,-,-,-,i,-,-,y,-,-,-,e,-,-,-,l,-,i,-,-,m,-,-,-,-,-,-,a,-,w,-,-,-,-,-,-
loni1238,-,-,-,-,i,-,-,y,-,-,-,e,-,-,-,l,-,i,-,-,m,-,-,-,-,-,-,a,-,w,-,-,-,-,-,-
papi1254,-,-,-,-,-,-,-,h,-,-,-,e,-,-,-,l,-,i,-,-,m,-,-,-,-,-,-,a,-,u,-,-,-,-,-,-
papi1254,-,-,-,-,-,-,-,h,-,-,-,e,-,-,-,l,-,i,-,-,m,-,-,-,-,-,-,a,-,u,-,-,-,-,-,-
louu1245,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
naun1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,w,-,-,-,-,-,-
kheh1237,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,l,-,o,-,-,h,-,-,-,-,-,-,o,-,p,-,-,-,-,-,-
seim1238,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-
wuvu1240,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,w,-,a,-,-,-,-
biak1248,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,a,-,b,-,-,-,-,-,-
wand1267,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,a,-,v,-,-,-,-,-,-
buli1255,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,i,p,-,-,-,-,-,-
teop1238,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,m,o,a,-,-,v,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
sapo1253,-,-,-,-,-,-,-,m,-,-,-,u,-,-,-,-,-,a,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hako1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,m,-,a,-,-,h,-,a,-,-,-,n,a,-,-,-,-,-,-,-,-
hali1244,-,-,-,-,-,-,-,m,-,-,-,u,-,-,-,m,-,o,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
