language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
kapp1237,-,-,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-,r,a,-,-,a,-,-,-,-,-,-
numb1247,-,-,-,-,-,-,-,w,-,-,-,-,-,o,-,-,-,n,-,-,-,i,-,-,-,-,-,-
mutu1242,-,-,-,-,i,s,-,s,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,-
gitu1237,-,-,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,-
mala1489,-,-,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,-,-
bari1286,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,i,-,-,-,-,-,-,-,-,-,-
male1289,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,i,-,u,-,-,-,e,-,-,-,-,-,-
taki1248,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,d,-,-,-,-,-,i,-,-,-,d,i,-,-,i,-,-,-,-,-,-
bilb1241,-,-,-,-,-,-,-,d,-,-,-,-,-,i,-,-,-,d,-,-,-,i,-,-,-,-,-,-
woge1237,-,-,-,-,i,-,-,t,-,-,-,-,-,u,-,-,-,b,-,-,-,-,-,-,-,-,-,-
onto1237,-,-,e,-,-,-,-,h,-,-,-,-,-,u,-,-,-,l,-,-,-,a,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,h,-,-,-,-,-,u,-,-,-,l,-,-,-,a,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,p,-,-,-,-,-,u,-,-,-,p,-,-,-,u,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,h,-,-,-,-,-,u,-,-,-,r,-,-,-,a,-,-,-,-,-,-
futu1245,-,-,-,-,-,-,-,f,-,-,-,-,-,u,-,-,-,r,-,-,-,a,-,-,-,-,-,-
futu1245,-,-,h,-,-,-,-,f,-,-,-,-,-,u,-,-,-,r,-,-,-,a,-,-,-,-,-,-
mele1250,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,f,-,-,-,-,-,u,-,-,-,r,-,-,-,a,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,u,r,-,-,-,a,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,f,-,e,-,f,-,e,-,-,-,t,-,-,-,e,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,f,-,-,-,-,-,u,-,-,-,l,-,-,-,a,-,-,-,-,-,-
