language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
niue1239,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,N,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
emae1237,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,g,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
emae1237,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,g,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
emae1237,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,g,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,g,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,g,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,g,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
pile1238,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
penr1237,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
penr1237,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
penr1237,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,N,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,N,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,N,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,-,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,-,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,-,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,g,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,g,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,g,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,N,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,N,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,N,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
maor1246,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
maor1246,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
maor1246,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,g,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,k,-,-,e,-,-,-,-,-,n,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,k,-,-,e,-,-,-,-,-,n,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,k,-,-,e,-,-,-,-,-,n,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,7,-,-,e,-,-,-,-,-,n,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,7,-,-,e,-,-,-,-,-,n,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,7,-,-,e,-,-,-,-,-,n,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,7,-,-,e,-,-,-,-,-,n,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,7,-,-,e,-,-,-,-,-,n,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,7,-,-,e,-,-,-,-,-,n,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
hawa1245,-,-,-,-,-,-,k,-,-,a,-,-,-,-,-,n,-,-,-,-,a,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
hawa1245,-,-,-,-,-,-,k,-,-,a,-,-,-,-,-,n,-,-,-,-,a,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
hawa1245,-,-,-,-,-,-,k,-,-,a,-,-,-,-,-,n,-,-,-,-,a,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
tahi1242,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,7,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
tahi1242,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,7,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
tahi1242,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,7,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nuku1258,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nuku1258,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nuku1258,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,n,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
rotu1241,-,-,-,-,-,-,f,-,-,a,-,-,-,-,-,m,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
rotu1241,-,-,-,-,-,-,f,-,-,a,-,-,-,-,-,m,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
bulu1253,-,-,-,-,-,-,s,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bulu1253,-,-,-,-,-,-,s,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bulu1253,-,-,-,-,-,-,s,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
bulu1253,-,-,-,-,-,-,s,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
mudu1242,-,-,-,-,-,-,t,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,n,i,-
naka1262,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
dori1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,o,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
wala1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,m,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,g,w,-,-,a,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
baeg1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,w,-,-,a,-,-,-,n,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
fata1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,w,-,-,a,-,-,-,n,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,m,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,m,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
bael1237,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,m,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
gula1270,-,-,-,-,-,-,w,-,-,a,-,-,n,e,-,m,-,-,-,-,o,-,u,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
long1395,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,o,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
oroh1237,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,o,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
area1240,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,o,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,o,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
