language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
kapp1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-
siss1243,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-
sobe1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-
tarp1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
mala1487,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mala1487,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-
arop1242,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-
arop1242,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-
sioo1240,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-
sioo1240,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-
numb1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-
tami1290,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tami1290,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mutu1242,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mala1489,i,y,-,u,-,-,-,n,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bari1286,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bari1286,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-
male1289,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
taki1248,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-
matu1261,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bilb1241,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wabb1237,-,-,-,u,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
awad1244,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ronj1237,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,a,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nana1258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,a,-,-,-,7,-,-,-
woge1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,o,-,-,-,t,-,-,-
mana1295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
kair1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,i,y,-,-,-,a,-,-,-,i,-,-,-
kiss1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,y,-
kiss1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-
yabe1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,e,-,N,-
meng1267,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,a,-,t,-,u,-,-,-
onto1237,-,-,-,-,-,-,-,h,-,-,a,-,-,-,-,a,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
onto1237,-,-,-,-,-,-,-,h,-,-,a,-,-,-,-,a,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
taku1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,u,-,-,-
sika1261,-,-,-,-,-,-,-,h,-,-,a,-,-,l,-,e,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
sika1261,-,-,-,-,-,-,-,h,-,-,a,-,-,l,-,e,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,u,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,u,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
nuku1260,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
nuku1260,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
samo1305,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,o,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
samo1305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,-,-,u,-,-,-
nort2844,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
nort2844,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,u,-,-,-
tiko1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,u,-,-,-
anut1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,u,-,-,-
east2447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,a,-,a,-,u,-,-,-
wall1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,7,-,u,-,-,-
tong1325,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,o,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
tong1325,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,7,-,u,-,-,-
niue1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,u,-,-,a
mung1271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,7,-,u,-,-,-
futu1245,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
west2516,-,-,-,-,-,-,-,7,-,-,a,-,-,-,-,u,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
west2516,-,-,-,-,-,-,-,7,-,-,a,-,-,-,-,u,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
pile1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,u,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
mang1401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,7,-,u,-,-,-
mang1402,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,u,-,-,-
raka1237,-,-,-,-,-,-,-,n,-,-,a,-,-,-,-,u,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
raka1237,-,-,-,-,-,-,-,n,-,-,a,-,-,-,-,u,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
raka1237,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,u,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
raka1237,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,u,-,-,m,-,-,-,-,-,-,a,-,-,-,i,-,-,-
