language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54
gula1270,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,a,r,i,-,-,g,-,a,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
long1395,-,-,-,-,-,-,-,-,-,b,-,-,-,w,-,-,-,-,-,-,a,r,i,-,-,b,w,a,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,7,-,a
oroh1237,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,a,-,7,-,-,-,-,-,u,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-
area1240,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,a,-,7,-,-,-,-,-,u,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-
saaa1240,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,a,-,7,-,-,-,-,-,u,-,-,-,-,-,T,-,t,-,S,-,-,-,e,-,-,-,-
saaa1240,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,w,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
rihu1237,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,7,-,a,-,r,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,i,a,7,-,a
kahu1241,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,-,-,o,-,-,-,-
sant1413,-,-,-,-,-,-,-,-,-,m,-,-,-,w,a,x,a,-,m,w,a,-,-,-,-,x,-,a,-,r,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-
aros1241,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,n,-,-,-,-,-,u,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-
tolo1254,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,i,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
tolo1254,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
bira1254,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,i,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
tand1254,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,i,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
mala1484,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,i,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
leng1259,-,-,-,-,-,-,-,-,-,m,-,-,-,b,-,-,-,-,-,-,i,m,-,-,-,b,-,i,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
bugh1239,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,u,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
gela1263,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,i,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
taba1261,-,t,u,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tang1348,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-
labe1239,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,o,-,-,-,-
kand1301,-,-,-,-,-,-,-,-,-,i,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,t,-,o,k,-,-,o,-,-,-,-,-,t,-,-,-,-,-,-,-,o,-,-,-,-
ramo1244,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,N,-,-
kuan1248,-,-,i,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,d,-,i,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
mini1251,-,-,i,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,d,-,i,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-
bilu1244,-,-,i,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,t,-,o,k,-,-,o,-,-,-,-,-,t,-,-,-,-,-,-,-,o,-,-,-,-
nali1244,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,n,d,-,-,-,-,-,a,-,-,-,-,-,v,-,-,-,-,-,-,-,u,-,t,-,-
lamu1255,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,a,n,d,-,-,-,-,-,u,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-
mada1285,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,e,n,i,l,-,m,-,u,-,d,-,-,-,-,-,u,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-
baro1253,-,-,i,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,d,-,-,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-
lewo1242,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,m,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-
lewo1242,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,m,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-
lame1260,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
lame1260,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
bier1244,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-
bier1244,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-
baki1244,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-
baki1244,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,i,-,-,-,-
bier1246,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-
maii1238,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,i,-,n,-,-
maii1238,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,i,-,n,-,-
ngun1274,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-
lele1267,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-
lele1267,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-
sout2856,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,n,r,-,-,-,-,-,-,-,-,-,-,-,-
eton1255,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-
eton1255,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-
nama1268,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,d,-,-,-,-,-,-,-,i,-,n,-,-
orko1234,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
port1286,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,m,-,e,n,d,-,-,-,-,-,i,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-
lonw1238,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-
nort2839,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
nort2839,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,a,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sowa1244,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-
seke1241,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,b,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-,d,-,-,-,-,-,-,-,i,-,-,-,-
saaa1241,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,i,-,-,-,-,m,d,-,-,-,-,-,-,-,i,-,t,-,-
sout2858,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-
sout2859,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-
navu1237,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-
tial1239,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,i,-,n,p,i,-,-,-,-,-,r,-,-,-,i,-,n,p,i,-,-,-,-
akei1237,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-
mere1242,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-
wusi1237,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,p,r,-,-,-,-,-,-,-,i,-,p,-,-
tolo1255,-,x,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-
tang1347,-,-,-,-,-,m,-,-,-,m,-,-,-,-,-,-,a,-,x,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-
tang1347,-,-,-,-,-,m,-,-,-,m,-,-,-,-,-,-,a,-,x,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-
tang1347,-,x,a,-,-,m,-,-,-,m,-,-,-,-,-,-,-,-,h,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-
tang1347,-,x,a,-,-,m,-,-,-,m,-,-,-,-,-,-,-,-,h,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-
malo1243,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,x,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-
malo1243,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,x,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-
tutu1241,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-
aore1237,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-
mafe1237,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-
nara1263,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,a,-,-,-,-
moro1286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-
east2443,-,k,a,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,w,-,a,-,-,-,-,n,-,-,-,d,-,-,-,-,-,i,-,-,-,-,n,d,-,-,-,-,-,-,-,i,-,-,-,-
hano1246,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-
cent2058,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-,N,-,-,-,-,-,-,-,i,-,-,-,-
baet1237,-,x,a,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,w,-,a,-,-,-,-,n,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
rori1237,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,x,-,a,-,-,-,-,n,-,-,-,d,-,-,-,-,-,i,-,-,-,-,n,d,-,-,-,-,-,-,-,-,-,-,-,-
rori1237,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,x,-,a,-,-,-,-,n,-,-,-,d,-,-,-,-,-,i,-,-,-,-,n,d,-,-,-,-,-,-,-,-,-,-,-,-
leha1244,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,m,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
leha1244,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,m,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
leha1243,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
leha1243,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
motl1237,-,n,o,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,m,-,i,-,y,i,i,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
leme1238,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,w,-,-,-,-,-,i,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-
vure1239,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,i,-,x,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
vera1241,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,x,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
mota1237,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,a,-,r,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-
weta1242,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,i,-,r,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-
nume1241,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-
merl1237,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-
koro1308,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-
hiww1237,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,w,m,i,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-
loto1240,-,-,a,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,e,-,h,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mara1399,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,s,-,-
mara1399,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,s,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,s,-,-
bign1238,-,-,i,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
nese1235,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,s,-,-
mpot1241,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,n,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
mpot1241,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,m,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,h,-,-
malu1245,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,a,-,s,-,-
malu1245,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,a,-,s,-,-
malu1245,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,a,-,s,-,-
malu1245,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,x,-,-,-,-,-,-,-,a,-,s,-,-
maee1241,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,a,-,-,-,-
vaoo1237,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,l,-,-,-,-,-,E,-,-,-,-,-,g,-,-,-,-,-,-,-,e,-,h,-,-
nasa1240,-,-,E,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,x,-,-,-,-,-,-,-,a,-,-,-,-
dixo1238,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-
lete1241,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,E,-,m,-,E,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,-,-,E,-,-,-,-
labo1244,-,n,e,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
litz1237,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,s,-,-
vinm1237,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-,-,-,-,-,a,-,h,-,-
lare1249,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,a,-,s,-,-
malf1237,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,a,-,h,-,-
navw1234,-,-,i,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,o,-,s,-,-
sout2857,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,a,-,h,-,-
nati1244,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,h,-,-
