language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51
nort2845,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,n,-,-,a,-,-,v,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
hawa1245,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
tahi1242,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
west2519,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,g,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
unea1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,i,-,-,b,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
naka1262,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,l,-,-,a,-,-,h,-,a,t,-,-,e,-,-,-,-,-,-,-,-,-,-,-
dori1246,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,f,-,-,u,-,f,u
dori1246,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,f,-,-,u,-,f,u
wala1266,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,a,-,-,N,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
kwai1243,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,g,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
baeg1237,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
fata1245,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
toab1237,-,-,-,a,-,s,-,-,i,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
toab1237,-,-,-,a,-,s,-,-,i,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
toab1237,-,-,7,a,-,s,-,-,i,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
toab1237,-,-,7,a,-,s,-,-,i,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
bael1237,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
gula1270,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
long1395,-,-,-,a,-,8,-,-,e,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-
oroh1237,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,o,-,a,-,-,s,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
oroh1237,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,o,-,a,-,-,s,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
area1240,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
kahu1241,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,a,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
aros1241,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,a,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
mala1484,-,-,m,a,-,h,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,-,h,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
bira1254,-,-,-,a,-,s,-,-,e,-,-,-,m,-,-,-,b,-,-,o,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
bira1254,-,-,-,a,-,s,-,-,e,-,-,-,m,-,-,-,b,-,-,o,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
leng1259,-,-,-,a,-,8,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,8,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-
bugh1239,-,-,-,a,t,h,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,t,h,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-
gela1263,-,-,-,a,-,h,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,h,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-
mada1285,-,-,-,-,-,-,-,-,i,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,s,-,-,-,-,-,-
lihi1237,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,s,-,-,-,-,-,-
lihi1237,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,s,-,-,-,-,-,-
siar1238,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,l,u,-,a,-,-,-,-,-,-,-,-,a,-,-,-,-,s,-,-,-,-,-,-
labe1239,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,l,u,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,s,-,-,-,-,-,-
kand1301,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,s,-,-,o,-,-,-
patp1243,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,s,-,-,u,n,g,-
mini1251,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,s,-,-,u,n,g,u
bilu1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,v,-,-,u,-,v,u
sout2856,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lele1267,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,o,-,-,-,-,-,-,-,-,-,-,-
eton1255,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nama1268,-,-,-,-,-,-,-,-,-,-,-,-,h,o,-,-,v,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,o,-,-,-,-,-,-,-,-,-,-,v
lewo1242,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-
bier1244,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,a,N,-,-,a,-,-,-,-,-,-,-,-,-,-,-
bier1244,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,a,N,-,-,a,-,-,-,-,-,-,-,-,-,-,-
bier1246,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-,s,-,-,i,-,-,u
bier1246,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-,s,-,-,i,-,-,u
orko1234,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,o,N,-,-,o,-,-,-,-,-,-,-,-,-,-,-
port1286,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,s,-,-,o,-,-,-,-,b,-,-,-,-,-,-
lonw1238,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,s,-,-,o,-,-,-,-,p,-,-,-,-,-,-
nort2839,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,o,-,-,-,-,u,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,s,-,-,o,-,-,-,-,p,-,-,-,-,-,-
sout2859,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,o,-,-,-,-,s,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,g,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,n,-,g,o,-,-,-,-,s,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,g,o,-,-,-,-,s,-,-,-,-,-,-
mara1399,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,i,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-
bign1238,-,-,m,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,i,m,m,h,i,-,-,-,-,n,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,i,-,-,l,a,-,-,-,-,N,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,i,n,-,l,a,-,-,-,-,N,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,i,-,-,l,a,-,-,-,-,N,-,-,-,-,-,-
maee1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,i,n,-,l,a,-,-,-,-,N,-,-,-,-,-,-
nasa1240,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-
dixo1238,-,-,-,-,-,-,-,-,-,-,-,-,n,a,l,i,N,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
lete1241,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
labo1244,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
litz1237,-,-,t,i,-,-,-,-,3,x,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,-,-,v,-,-,3,-,-,n
vinm1237,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,N,-,-,u,-,-,-,-,s,-,-,-,-,-,-
lare1249,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
malf1237,-,-,-,i,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,N,-,-,a,-,-,-,-,r,-,-,-,-,-,-
navw1234,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-,r,-,-,-,-,-,-
sout2857,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,a,N,-,-,a,-,-,-,-,r,-,-,-,-,-,-
nati1244,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,a,N,-,-,a,-,-,-,-,r,-,-,-,-,-,-
ling1265,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,r,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,v,n,i,n,-,-,o,-,-,-,-,q,-,-,-,-,-,-
ling1265,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,r,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,v,n,i,n,-,-,o,-,-,-,-,q,-,-,-,-,-,-
niti1249,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,u,N,-,-,a,-,-,p,-,p,-,-,-,-,-,-
