language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
kove1237,-,-,d,i,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
mana1295,-,-,N,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
nuku1260,-,-,t,-,-,-,e,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
kapi1249,-,-,t,-,-,-,e,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-
samo1305,-,-,l,-,-,-,e,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-
samo1305,-,-,l,-,-,-,e,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
nort2844,-,-,t,-,-,-,e,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-
nort2844,-,-,t,-,-,-,e,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
anut1237,-,-,-,-,-,-,e,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
tong1325,-,-,k,o,-,-,e,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
niue1239,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
mung1271,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
futu1245,-,-,t,-,-,-,e,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
west2516,-,-,d,-,-,-,e,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
west2516,-,-,d,-,-,-,e,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-
mele1250,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
pile1238,-,-,t,-,-,-,e,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
pile1238,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
raka1237,-,-,t,-,-,-,e,-,-,-,-,-,-,i,-,-,-,-,-,a,-,-,-,-,-
maor1246,-,-,t,-,-,-,e,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-
maor1246,-,-,t,-,-,-,e,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
rapa1244,-,-,-,-,-,-,e,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-
puka1242,-,-,t,-,-,-,e,-,-,-,-,-,-,-,-,-,-,i,-,a,-,-,-,-,-
puka1242,-,-,t,e,-,-,e,-,-,-,-,-,-,l,-,-,-,a,-,a,-,-,-,-,-
puka1242,-,-,t,e,-,-,e,-,-,-,-,-,-,n,-,-,-,a,-,a,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,a,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,a,-,a,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,a,-,a,-,-,-,-,-
nort2845,-,-,t,-,-,-,e,-,-,-,-,-,-,7,-,-,-,a,-,a,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
nort2845,-,-,t,-,-,-,e,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
ruru1237,-,-,t,-,-,-,e,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-
tahi1242,-,-,t,-,-,-,e,-,-,-,-,-,-,n,-,-,-,a,-,a,-,-,-,-,-
hawa1245,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
hawa1245,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-
hawa1245,-,-,k,e,-,-,e,-,-,-,-,-,-,n,-,-,-,a,-,a,-,-,-,-,-
hawa1245,-,-,k,e,-,-,e,-,-,-,-,-,-,l,-,-,-,a,-,a,-,-,-,-,-
nuku1258,-,-,t,-,-,-,e,m,-,e,-,a,-,n,-,-,-,-,-,a,-,-,-,-,-
rotu1241,-,-,t,-,-,-,a,-,-,-,-,-,-,7,-,-,-,-,-,a,-,-,-,-,-
bauu1243,-,-,-,a,-,-,i,-,-,-,-,-,-,y,-,-,-,a,-,a,-,-,-,-,-
bauu1243,-,-,k,o,-,-,i,-,-,-,-,-,-,y,-,-,-,a,-,a,-,-,-,-,-
mudu1242,-,-,k,-,-,-,e,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
mudu1242,-,-,k,-,-,-,u,-,-,-,-,a,-,r,-,-,-,-,-,i,-,-,-,-,-
naka1262,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,-,-,e,-,o,-,-,-,-,-
lauu1247,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
lauu1247,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,e,-,-
kwar1239,-,-,n,-,-,-,e,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
toab1237,-,-,7,-,-,-,e,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
leng1259,-,-,-,-,-,-,a,-,-,-,-,-,-,N,-,-,-,-,-,a,-,-,-,-,-
bugh1239,-,-,N,-,-,-,e,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-
mini1251,-,-,-,-,-,-,i,-,-,-,-,a,-,n,-,-,-,-,-,a,-,-,-,-,-
tung1290,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,N,-,-
lamu1255,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,o,-,-,N,-,-
lamu1255,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-
baro1253,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,i,-,a,-,-,n,-,-
maii1238,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-,-,N,-,-
ngun1274,-,-,w,a,-,-,i,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
lele1267,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
sout2856,-,-,t,-,-,-,e,-,-,-,-,-,-,n,-,-,-,-,-,e,-,-,n,-,-
eton1255,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
nama1268,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,h,-,-
sout2859,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,a,-,i,-,-,-
mere1242,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-
east2443,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,e,-,-,-,-,-
west2513,-,-,h,-,-,-,i,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-
hano1246,-,-,g,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
baet1237,-,-,x,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
leha1243,-,-,k,-,-,-,3,-,-,-,-,-,-,n,-,-,-,-,-,e,-,-,-,-,-
motl1237,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,E,-,-,n,-,-
leme1238,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,E,-,-,-,-,-
vera1241,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,e,-,-,-,-,-
mota1237,-,-,-,-,-,-,i,l,-,-,-,o,-,n,-,-,-,-,-,e,-,-,-,-,-
mota1237,-,-,-,-,-,-,i,-,-,-,-,-,-,n,-,-,-,-,-,e,-,-,-,-,-
merl1237,-,-,N,-,-,-,e,-,-,-,-,-,-,N,-,-,-,e,-,a,-,-,-,-,-
hiww1237,-,-,n,-,-,-,e,-,-,-,-,-,-,n,-,-,-,-,-,3,-,-,-,-,-
