language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
siss1243,-,-,-,-,-,-,-,t,-,-,-,-,-,-,a,k,7,i,l,-,-,-,-,-,-,-,-,-
sobe1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,-,-,-,o,-,-,m,-
tarp1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,m,-,r,-,-,-,-,a,-,-,m,-
tami1290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,w,a,-,-,-,-
mutu1242,-,-,-,-,-,-,-,g,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,a,-,-,-,-
mala1489,-,-,-,-,-,-,-,b,-,-,o,-,-,-,i,-,-,-,y,-,-,-,-,e,-,-,-,-
mbul1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,e,-,-,-,-
kove1237,-,-,-,-,-,-,-,k,-,-,-,-,-,-,o,-,-,-,n,-,-,-,-,a,-,-,-,-
male1289,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,e,-,i,-,-,-,-
taki1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,e,-,-,-,-
taki1248,-,-,-,-,-,-,-,d,-,-,-,-,-,-,i,-,-,-,l,-,-,-,-,e,-,-,-,-
matu1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,e,-,-,-,-
matu1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,a,-,-,-,-
geda1237,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,e,-,-,-,-
bilb1241,-,-,-,-,-,-,-,l,-,-,-,-,-,-,e,-,-,-,l,-,-,-,-,e,-,-,-,-
woge1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,d,-,-,o,m,e,-,-,i,-
mana1295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,e,-,-,a,-
kair1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,r,o,m,-,-,-,-,-
kair1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,r,-,m,-,-,-,a,-
kair1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,r,i,m,-,-,-,-,-
kiss1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,e,-,-,-,-
yabe1254,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,T,-,t,-,-,-,-,s,-,-,-,-
onto1237,-,-,-,-,-,-,-,7,-,-,-,-,-,-,i,-,-,-,k,-,-,-,-,e,-,-,-,-
sika1261,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,e,-,-,-,-
nuku1259,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,e,-,-,-,-
nuku1260,-,-,-,-,-,-,-,g,-,-,-,-,-,-,i,-,-,-,d,-,-,-,-,e,-,-,-,-
kapi1249,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,d,-,-,-,-,a,-,-,-,-
tiko1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,-,-,-
tiko1237,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,e,-,-,-,-
anut1237,-,-,-,m,-,a,-,m,-,-,-,-,-,-,a,-,-,-,t,-,-,-,-,a,-,-,-,-
samo1305,-,-,-,-,-,-,-,7,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,e,-,-,-,-
samo1305,-,-,-,m,-,a,-,t,-,-,a,-,m,-,a,-,-,-,t,-,-,-,-,a,-,-,-,-
west2516,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,t,-,-,e,-,a,-,-,-,-
east2447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,i,-,o,-,-,-,-
east2447,-,-,-,m,-,a,-,t,-,-,a,-,m,-,a,-,-,-,t,-,-,-,-,a,-,-,-,-
east2447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,-,-,-
east2447,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,e,-,-,-,-
wall1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,i,-,o,-,-,-,-
tong1325,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,i,-,o,-,-,-,-
niue1239,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,t,-,-,-,-,a,-,-,-,-
emae1237,-,-,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,t,-,-,e,-,a,-,-,-,-
toke1240,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,e,-,-,-,-
pile1238,-,-,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,t,-,-,e,-,a,-,-,-,-
raro1241,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,e,-,-,-,-
tuam1242,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,e,-,-,-,-
mang1401,-,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,a,-,-,-,-
mang1401,-,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,a,-,-,-,-
rapa1244,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,e,-,-,-,-
rapa1244,-,-,-,-,-,-,-,t,-,-,-,-,-,-,i,-,-,-,k,-,-,-,-,e,-,-,a,-
maor1246,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,e,-,-,-,-
puka1242,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,e,-,-,a,-
puka1242,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,e,-,-,-,-
nort2845,-,-,-,-,-,-,-,7,-,-,i,-,-,-,i,-,-,-,t,-,-,-,-,e,-,-,-,-
hawa1245,-,-,-,-,-,-,-,7,-,-,-,-,-,-,i,-,-,-,k,-,-,-,-,e,-,-,-,-
tahi1242,-,-,-,-,-,-,-,h,-,-,-,-,-,-,i,-,-,-,7,-,-,-,-,o,-,-,-,-
tahi1242,-,-,-,-,-,-,-,7,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,e,-,-,-,-
nuku1258,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,e,-,-,-,-
bola1250,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,t,-,-,-,-,a,-,-,i,-
unea1237,-,-,-,-,-,-,-,x,-,-,-,-,-,-,a,-,-,n,d,-,-,-,-,a,-,-,-,-
naka1262,-,-,-,-,-,-,-,h,-,-,-,-,-,-,i,-,-,-,l,-,-,-,-,o,-,-,-,-
mera1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,e,-,-,-,-
dori1246,-,-,-,-,-,-,-,l,-,-,-,-,-,-,e,-,-,e,s,-,-,i,-,a,-,-,-,-
dori1246,-,-,-,-,-,-,-,l,-,-,-,-,-,-,e,-,-,e,s,-,-,i,-,a,-,-,-,-
