language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
kapp1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,e,-,-,i,-,-,-,-
siss1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
tarp1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
mala1487,-,-,-,-,-,-,-,-,-,i,-,y,-,a,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
arop1242,-,-,-,-,-,-,-,-,-,-,-,-,-,a,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
sioo1240,-,-,-,-,k,-,-,-,-,i,-,n,-,-,d,-,-,-,z,-,-,-,i,-,-,-,-,-,-,-
sioo1240,-,-,-,-,k,-,-,-,-,i,-,n,-,-,z,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
tami1290,-,-,-,-,s,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mutu1242,-,-,-,-,s,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gitu1237,-,-,-,-,-,-,-,-,-,i,-,-,-,-,z,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
mala1489,-,-,-,-,-,-,-,-,-,i,-,t,-,i,z,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
mbul1263,-,-,-,-,z,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kove1237,-,-,-,-,s,i,a,-,s,i,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
bari1286,-,-,-,-,g,-,-,-,-,i,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
male1289,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
taki1248,-,-,-,-,-,-,-,-,-,i,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
matu1261,-,-,-,-,d,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mind1255,-,-,-,-,d,-,-,-,-,i,-,m,-,i,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wabb1237,-,-,-,-,-,-,-,-,-,i,-,-,-,-,d,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
awad1244,-,-,-,-,-,-,-,-,-,i,n,n,-,o,N,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
ronj1237,-,-,-,-,-,-,-,-,-,i,-,-,-,-,d,-,-,-,-,-,-,-,i,-,-,N,-,-,-,-
ronj1237,-,-,-,-,-,-,-,-,-,i,-,-,-,-,d,-,-,-,-,-,-,-,i,-,-,N,-,-,-,-
nana1258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,i,-,-,N,-,-,-,-
nana1258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,i,-,-,N,-,-,-,-
woge1237,-,-,-,-,-,-,-,-,-,-,-,-,-,a,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mana1295,-,-,-,-,d,-,-,-,-,i,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kair1263,-,-,-,-,r,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
kiss1246,-,-,-,-,d,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
yabe1254,-,-,-,-,-,-,-,-,-,e,e,s,e,e,7,-,-,-,-,-,-,-,a,a,T,t,s,-,-,-
yabe1254,-,-,-,-,-,-,-,-,-,e,e,s,e,e,7,-,-,-,-,-,-,-,a,a,T,t,s,-,-,-
meng1267,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
onto1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,a,-,k,o,-,u,-
onto1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,a,-,k,o,-,u,-
sika1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,a,-,t,o,-,u,-
sika1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,a,-,t,o,-,u,-
nuku1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
nuku1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
nuku1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
nuku1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
nuku1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,o,-,-,d,o,-,u,-
nuku1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,o,-,-,d,o,-,u,-
samo1305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,a,-,t,o,-,u,-
samo1305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,a,-,t,o,-,u,-
tiko1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
tiko1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
east2447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,o,-,-,t,o,-,u,-
east2447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,o,-,-,t,o,-,u,-
east2447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,a,-,t,o,-,u,-
east2447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,a,-,t,o,-,u,-
tong1325,-,-,-,-,k,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,a,u,-,t,o,l,u,-
tong1325,-,-,-,-,k,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,a,u,-,t,o,l,u,-
mung1271,-,-,-,-,k,-,-,-,-,i,-,N,-,-,g,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
mung1271,-,-,-,-,k,-,-,-,-,i,-,N,-,-,g,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
west2516,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
west2516,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
pile1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,h,-,-,-,-,-,a,-,-,t,o,-,u,-
pile1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,h,-,-,-,-,-,a,-,-,t,o,-,u,-
raro1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,a,-,t,o,-,u,-
raro1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,a,-,t,o,-,u,-
mang1401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,a,-,t,o,-,u,-
mang1401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,a,-,t,o,-,u,-
mang1402,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,a,-,t,o,-,u,-
mang1402,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,a,-,t,o,-,u,-
raka1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
raka1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
maor1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
maor1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
puka1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,a,-,t,o,-,u,-
puka1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,a,-,t,o,-,u,-
nort2845,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
nort2845,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
ruru1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
ruru1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,t,o,-,u,-
tahi1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,a,-,t,o,-,u,-
tahi1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,a,-,t,o,-,u,-
hawa1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,a,-,k,o,-,u,-
hawa1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,a,-,k,o,-,u,-
