language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37
tarp1240,-,-,-,-,-,-,p,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
taki1248,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
bilb1241,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,t,-,-,a,-,r,-,a,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,t,-,-,a,-,r,-,a,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,t,-,-,a,-,l,-,a,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,t,-,-,a,-,l,-,a,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,-,-,a,-,h,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,-,h,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,-,h,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,t,-,-,a,-,r,-,a,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,t,-,-,a,-,r,-,a,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,s,-,-,u,-,s,-,u,-,-,-,-,7,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,t,-,-,a,-,t,-,a,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
tiko1237,-,-,a,-,-,-,f,-,-,-,-,-,-,a,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,s,-,-,u,-,f,-,e,-,-,-,-,g,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,f,-,-,a,-,7,a,a,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,-,-,a,-,f,-,a,-,-,n,-,g,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
mung1271,-,-,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
mung1271,-,-,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
west2516,-,-,-,-,-,-,f,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,a,-,-,-,-
west2516,-,-,-,-,-,-,f,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,a,-,-,-,-
pile1238,-,-,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,a,-,-,-,-
pile1238,-,-,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,a,-,-,-,-
pile1238,-,-,a,-,-,-,h,-,-,-,-,-,-,a,-,-,n,-,g,-,-,-,-,-,-,-,i,-,-,-,-,-,a,-,-,-,-
penr1237,-,-,-,-,-,-,s,-,-,-,-,-,-,u,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,h,-,-,-,-,-,-,e,-,-,-,-,h,-,-,-,-,-,-,-,e,-,-,-,-,-,u,-,-,-,-
mang1402,-,-,-,-,-,-,7,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
mang1402,-,-,-,-,-,-,7,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
maor1246,-,-,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,a,k,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,a,k,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,h,a,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
puka1242,-,-,i,y,u,i,y,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
puka1242,-,-,i,-,-,-,y,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,w,-,-,-,-,-,-,u,-,-,w,u,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,w,-,-,-,-,-,-,u,-,-,w,u,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,w,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,w,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
ruru1237,-,-,-,-,-,-,7,-,-,-,-,-,-,u,-,-,-,a,7,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
ruru1237,-,-,-,-,-,-,7,-,-,-,-,-,-,i,-,-,r,i,t,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
tahi1242,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,e,h,-,-,-,-,-,-,-,e,-,-,-,-,-,u,-,-,-,-
nuku1258,-,-,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
nuku1258,-,-,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
bauu1243,-,-,-,-,-,-,d,-,-,o,-,l,-,a,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
west2519,-,-,-,-,-,-,d,-,-,o,-,l,-,a,-,-,-,-,v,-,i,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
bola1250,-,-,-,-,-,-,v,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
naka1262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,o,p,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,7,-,-,-,-,-,-,i,-,-,-,-,f,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,7,-,-,-,-,-,-,i,-,-,-,-,f,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,7,-,-,-,-,-,-,i,-,-,-,-,f,-,-,-,-,-,-,-,i,-,n,-,i,-,a,-,-,-,-
leng1259,-,-,-,-,-,-,8,-,-,-,-,-,-,a,-,-,-,-,N,-,a,v,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
bugh1239,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,N,-,a,v,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
gela1263,-,-,-,-,-,-,v,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
gela1263,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,N,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
taba1261,-,-,-,-,-,-,p,-,-,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
taba1261,y,-,d,-,-,-,Z,-,-,-,-,-,-,i,-,y,d,-,Z,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
kand1301,-,-,i,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,p,-,-,-,-,-,-,-,o,-,-,s,-,-,-,-,-,-,-
ramo1244,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
patp1243,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,p,-,-,-,-,-,-,-,o,-,-,s,-,-,-,-,-,-,-
kuan1248,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
mini1251,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,s,i,-,-,-,-,-,-
bilu1244,-,-,i,-,-,a,p,-,-,-,-,-,-,a,-,-,n,-,g,-,-,-,-,-,-,-,a,-,-,t,a,m,a,n,-,-,-
nali1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,s,-,-,-,-,-,-,-
west2524,-,-,T,-,-,-,h,-,-,-,-,-,-,a,T,h,t,s,h,-,-,-,-,-,-,-,a,-,-,s,-,-,-,-,-,-,-
tian1237,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,-,-,-,p,-,-,-,-,-,-,-,a,-,n,g,-,-,-,-,-,-,-
mada1285,-,-,i,-,-,-,s,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,a,-,n,g,-,-,-,-,-,-,-
baro1253,-,-,i,-,-,-,s,-,-,-,-,-,-,a,-,-,-,-,w,-,-,-,-,-,-,-,a,-,m,-,-,-,-,-,-,-,-
ngun1274,p,p,o,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,t,-,-,-,-,-,i,-
sout2856,p,p,e,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,t,-,-,-,-,-,-,-
nama1268,m,-,a,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,v,-,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,p,-,-,-,-,-,-,u,-,-,-,-,p,-,u,-,-,-,-,-,o,-,-,p,-,-,-,-,-,-,-
sowa1244,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,-,n,g,v,-,e,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
seke1241,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,-,N,-,v,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,-,n,g,v,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,s,e,-,e,-,-,-,a,-,-,n,-,-,-,e,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
sout2858,-,-,-,-,-,-,s,-,-,-,-,-,-,e,-,-,-,-,h,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
sout2859,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
sout2859,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,N,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
sout2859,-,-,-,-,-,-,h,-,-,-,-,-,-,o,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
hano1246,-,-,-,-,-,-,b,-,-,-,-,-,-,u,-,-,-,-,g,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
hano1246,-,-,-,-,-,-,v,-,-,-,-,-,-,u,-,-,-,-,g,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
hano1246,-,-,-,-,-,-,v,-,-,-,-,-,-,u,-,-,-,-,g,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
motl1237,-,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
leme1238,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mota1237,t,-,a,-,-,-,w,-,-,a,-,l,-,a,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hiww1237,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,f,-,-,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,x,-,-,-,-,-,-,3,-,-,-,-,x,-,-,-,-,-,-,-,E,-,-,s,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,x,-,-,-,-,-,-,3,-,-,-,-,x,-,-,-,-,-,-,-,E,-,-,s,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,x,-,-,-,-,-,-,i,-,-,-,-,x,-,-,-,-,-,-,-,E,-,-,s,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,x,-,-,-,-,-,-,i,-,-,-,-,x,-,-,-,-,-,-,-,E,-,-,s,-,-,-,-,-,-,-
maee1241,-,-,-,-,-,-,t,-,-,3,-,x,-,a,-,-,-,-,h,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
vaoo1237,-,-,-,-,-,-,b,-,-,-,-,-,-,u,-,-,-,-,x,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
vaoo1237,-,-,-,-,-,-,b,-,-,-,-,-,-,u,-,-,-,-,x,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
dixo1238,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,v,-,-,a,n,-,-,-
