language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
huar1255,-,t,-,-,-,-,-,e,h,t,-,e,-,e
cent2131,-,r,-,-,-,-,-,e,-,-,-,e,-,e
mayo1264,-,t,-,e,-,-,-,e,-,t,-,-,-,a
yaqu1251,-,t,-,e,-,-,-,e,-,t,-,-,-,a
elna1235,-,t,-,i,-,y,-,e,-,t,y,e,-,e
huic1243,-,t,-,-,-,-,-,e,-,t,-,e,-,e
toho1245,-,-,-,h,-,-,-,o,-,d,-,a,-,i
pima1248,-,-,-,h,-,-,-,o,-,d,-,-,-,-
sout2976,y,d,-,Z,-,-,-,o,-,d,-,a,-,i
nort2959,y,d,-,Z,-,-,-,o,-,d,-,-,-,e
tete1251,-,t,-,i,-,-,-,e,-,t,-,e,t,u
high1278,-,t,-,-,-,-,-,e,-,t,-,-,-,-
pipi1250,-,t,-,-,-,-,-,e,-,t,-,-,-,-
mono1275,-,t,-,3,-,p,-,i,-,-,-,-,-,-
nort2954,-,t,-,3,-,p,-,i,-,-,-,-,-,-
pana1305,-,t,-,3,m,p,-,i,-,n,-,-,-,-
coma1245,-,t,-,3,-,p,-,i,-,-,-,-,-,-
kawa1283,-,t,-,3,-,b,-,i,-,t,S,-,-,3
hopi1249,-,-,-,o,-,w,o,u,-,-,-,-,-,a
tuba1278,-,t,-,3,n,t,-,-,-,-,-,-,-,-
cahu1264,-,q,a,a,-,w,-,i,-,S,-,-,-,-
kiow1266,-,t,-,s,-,-,o,o,-,-,-,o,-,o
