language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
huar1255,-,-,-,-,-,-,-,-,-,-,-,-,w,-,i,-,g,-,a,t,a,-,a,-,-,-
cent2131,-,-,-,-,-,-,-,-,-,-,-,-,w,-,i,-,k,-,a,r,a,-,a,-,-,-
mayo1264,-,-,-,-,-,b,-,-,-,-,-,-,w,i,i,-,k,-,-,-,-,-,a,-,-,-
yaqu1251,-,-,-,-,-,b,-,-,-,-,-,-,w,i,i,-,k,-,-,-,-,-,a,-,-,-
elna1235,t,i,y,i,-,7,-,-,i,T,t,S,w,-,i,-,k,-,-,-,-,-,a,-,-,-
huic1243,-,-,-,-,-,k,-,-,-,-,-,-,w,-,i,-,k,-,-,-,-,-,a,-,-,-
toho1245,-,-,-,-,-,n,-,-,-,-,-,-,-,-,3,-,7,-,-,-,-,-,3,-,-,-
pima1248,-,-,-,-,-,n,-,-,-,-,-,-,-,-,3,-,7,-,-,-,-,-,3,-,-,-
nort2959,-,a,-,-,-,n,-,-,-,-,-,-,-,-,e,-,n,n,u,i,u,-,i,-,-,-
tete1251,-,-,-,-,-,k,-,-,-,-,-,-,w,-,i,-,k,-,-,-,-,-,a,-,-,-
high1278,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,n,t,-,a,r,o,-,a,-,-,-
pipi1250,t,a,-,-,-,k,-,-,-,-,-,-,w,-,i,-,k,-,-,-,-,-,a,-,-,-
mono1275,-,-,-,-,-,h,-,-,u,-,-,-,p,-,i,-,-,-,-,-,-,-,a,r,u,-
nort2954,-,-,-,-,-,t,-,-,3,-,-,-,n,-,i,-,k,-,-,-,w,-,3,-,-,-
pana1305,h,u,p,i,a,t,-,-,3,-,-,-,-,-,-,-,k,-,-,-,w,-,3,-,-,-
coma1245,-,-,-,-,-,t,-,-,3,-,-,-,n,-,i,-,k,-,-,-,w,-,3,-,-,-
kawa1283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-
hopi1249,-,-,-,-,-,t,a,a,a,-,-,-,-,-,-,-,-,-,-,-,w,m,a,-,-,-
tuba1278,-,-,-,-,-,-,-,-,a,-,-,a,a,-,i,-,y,-,-,-,-,-,a,a,a,n
cahu1264,-,-,-,-,-,t,-,-,a,-,-,-,-,-,a,-,x,-,-,-,m,-,u,-,-,-
kiow1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,o,-,-,-
