language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
huar1255,-,-,-,-,-,-,-,-,-,-,-,-,i,y,o,-,-,m,-,a,-,-,-,-,-,a,-,-
cent2131,-,-,-,o,m,-,-,-,o,r,-,-,u,w,o,-,-,m,-,-,-,-,-,-,-,e,-,-
mayo1264,-,-,-,-,-,-,-,-,-,t,t,s,i,k,-,-,-,t,-,-,-,-,-,-,-,i,-,-
yaqu1251,-,-,-,-,-,-,-,-,-,t,t,s,i,k,-,-,-,t,-,-,-,-,-,-,-,i,-,-
elna1235,-,-,-,-,h,-,-,-,e,-,-,-,i,-,e,i,t,t,s,e,-,-,-,-,-,e,-,-
huic1243,-,-,-,-,n,-,-,-,o,-,-,-,i,-,a,-,-,-,-,-,-,-,-,-,-,i,-,-
huic1243,y,d,Z,u,n,-,-,-,o,-,-,-,i,-,a,i,-,t,-,-,-,-,-,-,-,u,-,-
huic1243,-,-,-,-,n,-,-,-,o,-,-,-,i,-,a,i,-,t,-,-,-,-,-,-,-,u,-,-
toho1245,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,s,-
toho1245,-,-,-,-,w,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,s,-
pima1248,-,-,-,-,b,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,S,-
sout2976,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,S,-
nort2959,-,-,-,-,b,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,S,i
tete1251,-,-,-,-,n,-,-,-,o,-,-,-,-,-,-,-,-,t,S,-,-,-,-,-,-,i,-,-
high1278,-,-,-,-,n,-,-,-,o,-,-,-,-,-,-,-,-,t,S,-,-,-,-,-,-,i,-,-
pipi1250,-,-,-,-,m,-,-,-,u,-,-,-,-,-,-,-,-,t,S,-,-,-,-,-,-,i,-,-
mono1275,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,s,i,-,-,m,-,-,i,-,-
nort2954,-,-,-,-,n,o,-,-,o,-,-,-,-,-,-,-,-,d,Z,-,-,-,-,-,-,u,-,-
pana1305,-,-,-,-,-,-,-,-,o,-,-,-,y,-,-,-,-,d,Z,o,o,n,t,u,s,u,-,-
pana1305,-,-,-,-,-,-,-,-,o,-,-,-,y,-,-,-,-,d,Z,o,o,n,t,-,-,u,-,-
coma1245,-,-,-,-,-,-,-,-,o,-,-,-,y,-,-,-,-,d,Z,-,-,-,-,-,-,o,-,-
coma1245,-,-,-,-,-,-,-,-,o,-,-,-,y,-,-,-,-,d,Z,u,-,-,-,-,-,u,-,-
kawa1283,-,-,-,-,m,o,-,n,o,-,-,-,y,-,-,-,-,d,Z,-,-,-,-,-,-,o,-,-
hopi1249,-,-,-,-,s,o,o,s,o,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hopi1249,-,-,-,-,s,o,o,s,o,-,-,-,y,-,-,-,-,d,Z,-,-,-,-,-,-,o,m,-
tuba1278,-,-,-,-,p,i,-,n,i,-,-,-,y,-,-,-,-,d,Z,-,-,-,-,-,-,u,-,-
cahu1264,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,n,-
