language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
huar1255,w,-,o,-,-,n,a,a,-,-,-,-,-,-,-,-,-,-
cent2131,k,-,o,-,-,n,a,a,-,-,-,-,-,-,-,-,-,-
mayo1264,-,-,o,o,o,n,-,a,-,-,-,-,-,-,-,-,-,-
yaqu1251,-,-,o,-,o,n,-,a,-,-,-,-,-,-,-,-,-,-
elna1235,-,-,u,-,-,n,a,a,-,-,-,-,-,h,-,-,-,-
huic1243,u,u,u,-,-,n,-,a,-,-,-,-,-,-,-,-,-,-
toho1245,-,-,o,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
pima1248,-,-,o,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
sout2976,-,-,o,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
nort2959,-,-,o,-,-,n,-,e,-,-,-,-,-,-,-,-,-,-
tete1251,-,-,i,-,s,t,-,a,t,-,-,-,-,l,-,-,-,-
high1278,-,-,i,-,s,t,-,a,t,-,-,-,-,l,-,-,-,-
pipi1250,-,-,i,-,s,t,-,a,t,-,-,-,-,l,-,-,-,-
mono1275,-,-,o,-,-,m,-,a,-,-,-,-,-,-,-,-,-,-
nort2954,-,-,o,-,-,n,-,a,-,-,-,-,-,p,-,-,i,-
pana1305,-,-,o,-,-,m,-,a,-,-,-,-,-,p,-,-,i,n
coma1245,-,-,o,-,-,n,-,a,-,-,-,-,-,v,-,-,i,-
kawa1283,-,-,o,-,-,w,-,a,-,-,-,-,-,v,-,-,i,-
hopi1249,-,-,o,-,e,N,-,a,-,-,-,-,-,-,-,-,-,-
tuba1278,-,-,o,-,-,n,-,a,-,-,-,-,-,h,-,-,l,-
cahu1264,i,-,i,-,-,N,-,i,-,-,-,-,-,l,-,-,i,-
kiow1266,-,-,o,-,-,t,h,a,t,a,e,e,o,m,e,e,e,-
