language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
huar1255,n,u,-,-,7,-,i,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,i,-,-,-,-
cent2131,-,-,-,-,k,-,u,-,-,-,-,-,-,-,-,t,a,-,-,-,-,-,a,-,-,-,-
mayo1264,-,-,-,-,-,-,i,-,l,i,-,i,i,T,T,t,S,-,-,-,-,-,i,-,-,-,-
yaqu1251,-,i,-,-,-,-,i,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
elna1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,i,3,l,-,-,e,-,n,-,-
huic1243,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,t,S,i,m,p,-,e,e,-,-,-,-
huic1243,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,t,S,i,-,p,3,e,e,-,-,-,-
huic1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,e,-,-,-,-
toho1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,S,-,-,-,-,-,u,m,t,S,u
pima1248,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,i,-,t,-,u
sout2976,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,l,h,-,-,l,-,-,i,-,t,S,-
nort2959,-,-,-,-,-,-,a,-,r,a,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-
nort2959,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-
nort2959,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,l,a,-,-,-,-,-,i,-,-,-,-
tete1251,-,-,-,-,t,s,i,t,s,i,k,i,-,-,-,t,s,-,-,-,-,-,i,-,-,-,-
high1278,-,-,-,-,n,-,o,-,h,-,-,-,-,-,-,n,-,-,-,-,-,-,e,-,l,-,-
pipi1250,-,-,-,-,t,S,i,-,h,-,-,-,-,-,-,t,S,-,-,-,-,-,i,-,n,-,-
mono1275,-,i,n,o,t,s,i,-,-,-,-,-,-,-,-,t,s,-,-,-,-,-,i,-,7,-,-
nort2954,-,-,-,-,t,-,3,-,-,-,-,-,-,-,-,t,s,-,-,-,-,-,i,-,-,-,-
pana1305,-,-,-,-,t,3,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
coma1245,-,-,-,-,t,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
kawa1283,-,3,-,-,v,-,e,-,p,-,-,i,-,-,-,t,S,-,-,-,-,-,i,-,-,-,-
hopi1249,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,s,a,a,-,-,-,a,-,k,-,o
tuba1278,k,u,-,-,7,-,u,-,-,-,-,-,-,-,-,-,z,-,u,b,-,-,i,-,l,-,-
cahu1264,-,i,-,-,n,-,i,-,-,-,-,-,-,-,-,-,S,i,-,l,-,-,i,-,-,-,-
kiow1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,h,-,-,-,-,-,o,-,n,-,-
