language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
huar1255,-,-,-,-,-,-,-,-,-,p,-,u,s,-,-,a,a,n,-,-,i,-,-,-
cent2131,-,-,-,-,-,-,-,-,-,-,-,u,s,-,-,-,a,n,-,-,i,-,-,-
mayo1264,-,-,-,-,-,-,-,-,-,b,u,u,s,-,-,-,a,n,-,-,i,-,-,-
yaqu1251,-,-,-,-,-,-,-,-,-,b,u,u,s,-,-,-,a,n,-,-,i,-,-,-
yaqu1251,-,-,-,-,-,-,-,-,-,v,-,u,s,-,-,-,a,n,-,-,i,-,-,-
elna1235,-,-,a,r,-,-,a,-,a,h,-,-,s,-,-,-,e,-,-,-,i,-,-,-
elna1235,-,-,a,r,-,-,a,-,a,h,-,-,s,-,-,-,e,b,-,-,i,-,-,-
toho1245,-,-,-,-,-,-,-,-,-,t,-,-,s,u,d,p,-,-,-,-,-,-,-,-
pima1248,-,-,-,-,-,-,-,-,-,t,-,-,-,u,t,p,o,-,-,-,-,-,-,-
sout2976,-,-,-,-,-,-,-,-,-,h,-,i,S,u,-,m,a,n,-,-,-,-,-,-
nort2959,-,-,-,-,-,-,-,-,-,n,-,-,-,a,d,a,a,m,-,-,i,-,-,-
high1278,-,-,-,t,S,-,i,-,k,w,-,a,s,-,-,-,i,n,-,-,-,-,-,-
high1278,-,-,-,t,S,-,i,-,k,w,-,a,s,-,-,-,e,n,-,-,-,-,-,-
pipi1250,-,-,-,t,S,-,i,-,k,w,-,a,s,-,-,-,i,n,-,-,-,-,-,-
mono1275,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
mono1275,-,-,-,n,-,-,a,-,-,b,-,-,-,-,-,-,a,h,i,i,i,-,-,-
nort2954,-,-,-,n,-,-,a,-,-,p,-,-,-,-,-,-,a,h,-,-,i,-,-,-
pana1305,-,-,-,n,-,-,a,h,a,p,-,-,-,-,-,-,a,-,-,-,i,-,-,-
pana1305,-,-,-,n,-,-,a,-,-,p,-,-,-,-,-,-,a,-,-,-,i,-,-,-
coma1245,-,-,-,n,-,-,a,-,-,b,-,-,-,-,-,-,a,-,-,-,i,t,i,3
kawa1283,-,-,-,n,-,-,a,-,-,v,-,-,-,-,-,-,a,h,-,-,a,-,-,-
hopi1249,-,-,-,n,-,-,a,-,-,v,-,-,-,-,-,-,a,i,-,a,i,-,-,-
tuba1278,-,-,-,n,-,-,a,-,-,p,-,-,-,-,-,-,a,-,-,-,i,-,-,-
cahu1264,k,w,a,n,s,u,u,-,-,p,-,-,-,-,-,-,-,l,-,-,e,-,-,-
