language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
huar1255,-,p,-,-,-,-,-,a,-,-,m,-,-,-,-,i,-,i,-,-,b,-,a,-,m,e,-
cent2131,-,b,-,-,-,-,-,a,-,-,m,-,-,-,-,i,-,i,-,-,b,-,a,-,l,i,-
mayo1264,-,w,-,-,-,-,-,a,-,a,s,-,u,k,t,i,r,i,-,-,-,-,a,-,-,-,-
yaqu1251,-,w,-,-,-,-,-,a,-,a,s,-,u,k,t,-,-,i,-,-,-,-,a,-,-,-,-
yaqu1251,-,w,-,-,-,-,-,-,-,a,s,u,u,k,t,-,-,i,-,-,-,-,a,-,-,-,-
elna1235,-,n,i,i,i,n,y,e,7,i,-,-,-,-,r,-,-,a,-,-,-,-,-,-,-,-,-
huic1243,-,w,i,i,-,-,y,a,-,a,-,-,-,-,r,-,-,i,-,-,-,-,-,-,-,-,-
huic1243,-,w,-,i,-,-,t,a,-,a,-,-,-,-,r,-,-,i,-,-,-,-,-,-,-,-,-
toho1245,a,h,-,-,-,-,-,-,-,i,-,-,-,-,d,-,-,-,-,-,-,-,a,-,g,-,-
pima1248,-,h,-,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-,a,i,b,-,-
sout2976,o,-,-,-,-,-,-,-,-,i,-,-,-,-,d,-,-,-,-,-,-,-,a,-,7,-,-
nort2959,-,y,-,-,-,-,-,u,m,i,-,-,-,-,g,-,-,-,-,-,-,-,u,i,-,-,-
tete1251,-,S,-,i,-,-,h,-,p,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tete1251,-,S,-,i,-,-,-,-,b,i,-,-,-,-,t,-,-,-,-,-,-,-,-,-,l,-,-
high1278,-,S,-,i,-,-,-,-,w,i,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-
pipi1250,-,S,-,i,-,-,-,-,w,i,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-
mono1275,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,o,-,-,-,-
nort2954,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,o,-,-,m,-,o,-,-,-,-
pana1305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,o,-,-,m,-,o,-,-,-,-
coma1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,o,-,-,m,-,o,-,-,-,-
kawa1283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,i,-,-,p,-,3,-,-,-,-
hopi1249,-,-,-,i,-,-,y,a,-,a,-,a,-,-,s,-,-,a,-,-,N,w,3,-,-,-,-
cahu1264,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,a,w,p,-,a,-,x,i,S
kiow1266,-,s,-,-,-,-,-,a,a,a,-,-,-,-,d,-,-,a,-,-,-,-,a,-,-,-,-
