language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
huar1255,-,-,-,-,w,-,e,-,i,k,a,-,-,-,-,-,-,a,-
cent2131,-,-,-,-,w,-,e,-,-,k,a,-,-,-,-,-,-,a,-
mayo1264,h,-,w,e,b,-,-,-,e,-,e,-,-,n,-,-,-,a,-
yaqu1251,h,u,u,e,b,-,e,-,e,-,e,-,-,n,-,-,-,a,-
elna1235,m,-,-,-,w,-,i,7,-,-,i,-,-,-,-,-,-,-,-
huic1243,k,-,-,-,w,i,i,n,i,-,i,-,-,y,-,-,-,a,-
toho1245,m,-,-,-,u,-,-,7,-,-,i,-,-,-,-,-,-,-,-
pima1248,m,-,-,-,u,-,-,7,-,-,i,-,-,-,-,-,-,-,-
sout2976,m,-,-,-,u,-,-,-,-,-,i,-,-,7,-,-,-,-,-
nort2959,m,-,-,-,u,-,i,u,-,-,i,-,-,-,-,-,-,-,-
tete1251,m,-,-,-,e,-,-,-,-,-,i,-,-,y,-,-,-,a,k
high1278,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,a,k
pipi1250,m,-,-,-,i,-,-,-,-,-,i,-,-,y,-,-,-,a,k
pipi1250,m,-,-,-,u,-,-,t,-,S,i,-,-,-,-,-,-,-,-
pipi1250,m,-,-,-,u,-,-,t,-,S,i,-,-,-,-,-,-,-,-
mono1275,-,-,-,-,-,-,-,-,-,-,e,-,-,w,-,-,-,a,-
nort2954,-,-,-,-,-,-,-,-,-,-,i,-,-,w,-,-,-,a,-
pana1305,-,-,-,-,-,-,-,-,-,-,-,-,-,s,o,n,t,3,n
coma1245,-,-,-,-,-,-,-,-,-,-,-,-,-,s,o,-,t,3,-
kawa1283,-,-,-,-,-,-,-,-,-,-,a,-,-,w,-,-,-,a,-
hopi1249,k,-,-,-,-,-,-,-,-,-,a,a,a,s,-,-,t,a,-
tuba1278,-,-,-,-,-,-,-,-,-,-,i,-,-,y,o,-,w,i,-
cahu1264,m,-,-,-,-,-,-,-,-,-,e,-,-,-,e,-,t,e,n
