language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
huar1255,p,-,-,u,-,-,-,-,-,-,-,-,-,-,-
cent2131,m,-,-,i,-,-,-,-,-,-,-,-,-,-,-
cent2131,m,-,-,u,-,-,-,-,-,-,-,-,-,-,-
mayo1264,h,-,-,u,-,u,-,-,-,-,-,-,-,-,-
mayo1264,h,-,-,u,-,u,r,-,-,-,-,-,-,i,-
yaqu1251,h,-,-,u,-,-,-,-,-,-,-,-,-,-,-
yaqu1251,w,-,-,o,-,-,-,-,-,-,-,-,-,i,-
yaqu1251,w,-,-,o,-,-,-,-,-,-,-,-,-,-,-
yaqu1251,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
elna1235,m,-,-,u,-,u,m,-,-,-,-,-,-,u,-
huic1243,-,-,-,i,w,o,-,-,-,-,-,-,-,o,-
toho1245,h,-,-,u,-,-,g,-,o,7,-,-,-,i,-
toho1245,h,-,-,u,-,-,g,-,-,-,-,-,-,-,-
toho1245,h,-,-,u,-,-,g,-,-,-,-,-,-,i,-
toho1245,h,-,-,u,-,-,g,-,-,-,-,-,-,i,-
toho1245,h,-,-,u,-,-,g,-,o,-,-,-,-,i,-
pima1248,-,-,-,u,-,-,g,-,-,-,-,-,-,i,-
sout2976,-,-,-,-,-,-,g,-,w,-,-,-,-,i,7
nort2959,-,-,-,u,-,u,g,-,o,-,-,-,-,i,-
tete1251,-,-,-,i,-,-,n,o,-,-,-,-,-,o,-
tete1251,-,-,-,i,-,-,n,o,o,n,e,e,k,o,-
high1278,-,-,-,-,-,-,n,-,-,-,-,-,-,o,-
pipi1250,-,-,-,u,-,-,n,-,-,-,-,-,-,i,-
mono1275,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-
nort2954,-,-,-,o,-,-,k,-,-,-,-,-,-,o,-
nort2954,-,-,-,o,-,-,s,-,-,-,-,-,-,u,-
pana1305,s,-,-,-,-,-,-,-,-,-,-,-,-,o,-
pana1305,s,-,-,o,-,-,t,-,-,-,-,-,-,u,-
coma1245,-,-,-,o,-,-,t,-,-,-,-,-,-,i,-
coma1245,-,-,-,u,-,-,t,-,-,-,-,-,-,i,-
kawa1283,-,-,-,u,-,-,n,-,-,-,-,-,-,o,-
kawa1283,s,u,7,u,-,-,t,-,-,-,-,-,-,u,-
kawa1283,s,u,7,u,-,-,n,-,-,-,-,-,-,o,-
kawa1283,s,o,m,o,-,-,t,-,-,-,-,-,-,u,-
kawa1283,s,o,m,o,-,-,n,-,-,-,-,-,-,o,-
kawa1283,-,-,-,u,-,-,t,-,-,-,-,-,-,u,-
hopi1249,p,-,-,o,-,-,m,-,-,-,-,-,-,-,-
tuba1278,w,-,-,o,-,-,7,-,-,-,-,-,-,-,-
cahu1264,-,-,-,e,-,-,t,-,-,-,-,-,-,-,-
cahu1264,-,-,-,e,v,a,t,-,-,-,-,-,-,-,-
