language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
huar1255,-,w,-,-,-,a,h,s,i,-,i,-
cent2131,-,w,-,-,-,a,-,s,i,-,i,-
mayo1264,b,w,-,-,a,a,-,s,i,-,a,-
yaqu1251,b,w,-,-,a,a,-,s,i,-,a,-
elna1235,k,w,-,-,-,a,-,s,a,-,a,-
huic1243,k,w,-,-,-,a,-,r,i,-,i,-
toho1245,-,b,-,-,-,a,-,h,-,-,i,-
pima1248,-,b,-,-,-,a,-,h,-,-,i,-
sout2976,-,b,-,-,-,a,-,-,-,-,i,-
nort2959,-,b,-,-,-,a,i,d,-,-,i,-
tete1251,k,w,i,t,l,a,-,p,-,-,i,l
high1278,k,w,i,t,-,a,-,p,-,-,i,l
pipi1250,k,w,i,t,-,a,-,p,-,-,i,l
mono1275,q,w,-,-,-,a,t,s,-,-,i,-
nort2954,k,w,-,-,-,a,-,s,-,-,i,-
pana1305,k,w,-,-,-,a,-,s,-,-,i,-
coma1245,k,w,-,-,-,a,-,s,-,-,i,-
kawa1283,k,w,-,-,-,a,-,s,-,-,i,-
hopi1249,-,-,-,-,-,-,-,s,3,r,i,-
tuba1278,-,w,-,-,-,i,-,S,-,-,i,-
cahu1264,k,w,-,-,-,a,-,s,-,-,-,-
kiow1266,t,h,-,-,-,o,-,-,-,-,o,n
