language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
huar1255,-,-,-,-,-,-,y,-,u,k,-,-,-,i,-,-,-,-,-,-,i,-,-,-,-,-,-
cent2131,-,-,-,-,-,-,-,-,u,k,-,-,-,i,-,-,-,-,-,-,i,-,-,-,-,-,-
mayo1264,i,-,-,-,-,-,y,u,u,k,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
yaqu1251,i,-,-,-,-,-,y,u,u,k,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
elna1235,-,-,-,-,-,-,-,-,-,-,-,-,v,i,i,i,t,y,-,-,e,-,-,-,-,-,-
huic1243,-,-,-,-,-,-,-,-,-,k,i,e,w,i,i,i,-,y,e,r,a,-,-,-,-,-,-
toho1245,y,-,-,-,-,-,d,Z,u,k,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
pima1248,-,-,-,-,-,-,d,-,u,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2976,-,-,-,-,-,-,d,-,u,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2959,-,-,-,-,-,-,d,-,u,q,-,-,-,u,-,-,-,-,-,-,i,-,-,-,-,-,-
nort2959,-,-,-,-,-,-,d,-,a,q,-,-,-,u,-,-,-,-,-,-,i,-,-,-,-,-,-
tete1251,-,-,-,-,-,-,-,-,-,k,-,-,-,i,i,i,i,y,-,-,a,-,b,i,-,t,l
high1278,-,-,-,-,-,-,-,-,-,k,-,-,-,i,-,-,t,S,-,-,a,-,-,-,-,t,-
high1278,-,-,-,-,-,-,-,-,-,k,-,-,-,i,-,T,t,S,w,-,i,-,-,-,-,t,-
pipi1250,-,-,-,-,-,-,-,-,-,w,-,-,-,e,-,t,t,s,i,-,a,-,-,-,-,t,-
mono1275,-,-,-,-,-,-,t,-,3,k,-,-,-,-,-,-,-,w,-,-,a,a,p,e,-,-,-
mono1275,-,-,-,-,-,-,t,-,3,k,-,-,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-
nort2954,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,a,3,m,a,t,l,-
pana1305,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-
coma1245,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-
kawa1283,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-
hopi1249,i,y,o,o,o,i,y,-,o,k,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tuba1278,-,-,-,a,-,n,d,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,N,-
tuba1278,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,N,-
cahu1264,-,-,-,-,-,-,w,-,e,e,-,-,-,-,-,-,-,w,-,-,e,-,-,-,-,n,-
kiow1266,-,-,-,-,-,-,s,-,-,-,-,-,-,e,-,-,-,-,-,-,e,-,-,-,-,p,-
