language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
huar1255,-,-,-,i,-,h,-,i,-,i,-,-,-
cent2131,-,b,-,a,-,h,-,i,-,i,-,-,-
mayo1264,-,h,e,e,-,7,e,i,y,e,-,-,-
yaqu1251,-,h,e,e,-,7,-,-,-,e,-,-,-
elna1235,-,-,-,-,-,7,-,-,-,i,-,-,-
elna1235,i,y,e,e,-,7,-,-,-,e,-,-,-
huic1243,-,h,-,a,-,r,-,-,-,i,-,-,-
huic1243,-,h,-,a,-,r,-,-,-,e,-,-,-
toho1245,-,w,-,a,-,s,-,-,-,i,-,b,-
pima1248,-,-,-,i,-,7,-,-,-,i,-,-,-
sout2976,-,-,-,i,-,-,-,-,-,i,-,y,a
nort2959,-,-,-,i,-,b,-,-,-,i,-,-,-
tete1251,-,-,-,o,e,t,-,-,l,i,-,-,-
high1278,-,-,-,a,-,t,-,-,-,i,-,-,-
pipi1250,-,k,-,i,-,t,-,-,-,-,-,-,-
mono1275,-,h,-,i,-,p,-,-,-,i,-,-,-
nort2954,-,h,-,i,-,p,-,-,-,i,-,-,-
nort2954,-,h,-,i,-,p,-,-,-,i,-,-,-
pana1305,-,h,-,i,-,p,-,-,-,i,-,-,-
coma1245,-,h,-,i,-,v,-,-,-,i,-,-,-
kawa1283,-,h,-,i,-,v,-,-,-,i,-,-,-
hopi1249,-,h,-,i,-,-,-,-,-,i,i,k,o
tuba1278,-,-,-,i,-,7,-,-,-,3,-,t,-
tuba1278,-,-,-,i,-,7,-,-,-,3,-,-,-
cahu1264,-,p,-,a,-,-,-,-,-,a,-,-,-
kiow1266,t,h,o,o,-,-,-,-,-,o,-,-,-
