language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
huar1255,-,p,-,-,-,a,-,-,-,-,-,w,i,i
cent2131,-,b,-,-,-,a,-,-,-,-,-,w,i,i
mayo1264,-,b,a,-,-,a,-,-,-,-,-,7,-,a
yaqu1251,-,b,a,a,-,a,-,-,-,-,-,7,-,a
elna1235,-,h,-,-,-,a,a,-,-,-,-,h,-,-
huic1243,-,h,-,-,-,a,-,-,-,-,-,-,-,-
tete1251,-,-,-,-,-,o,e,t,s,i,n,t,l,i
high1278,-,-,-,-,-,a,-,-,-,-,-,t,-,-
pipi1250,-,-,-,-,-,a,-,-,-,-,-,t,-,-
mono1275,-,p,a,i,y,a,-,-,-,-,-,-,-,-
nort2954,-,p,-,-,-,a,-,-,-,-,-,-,-,-
pana1305,-,p,-,-,-,a,-,-,-,-,-,-,-,-
coma1245,-,p,-,-,-,a,-,-,-,-,-,-,-,-
kawa1283,-,p,o,-,7,o,-,-,-,-,-,-,-,-
hopi1249,-,p,a,a,-,a,-,-,-,-,-,h,-,3
tuba1278,-,p,-,-,-,a,-,-,-,-,-,l,-,-
cahu1264,-,p,a,-,-,a,-,-,-,-,-,l,-,-
kiow1266,t,h,o,o,-,o,-,-,-,-,-,-,-,-
