language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
huar1255,-,p,-,-,a,-,-,i,-,-,-,k,-,-,-,a,a,-
cent2131,-,b,-,-,-,-,-,i,-,-,-,k,i,i,y,a,a,-
mayo1264,-,b,-,-,a,-,-,-,-,-,-,h,-,-,-,-,i,-
yaqu1251,-,b,-,-,a,-,-,a,-,-,-,h,-,-,-,-,i,-
elna1235,-,w,-,-,a,-,-,i,h,-,-,k,-,-,-,-,a,-
huic1243,-,h,-,-,a,i,a,i,-,-,-,k,-,-,-,-,a,-
toho1245,-,w,-,-,a,-,-,i,-,-,-,k,-,-,-,-,-,-
pima1248,-,v,-,-,a,-,-,i,-,-,-,k,-,-,-,-,o,-
sout2976,-,v,-,-,a,-,-,i,-,-,-,k,-,-,-,-,-,-
nort2959,-,v,-,-,a,i,a,i,-,-,-,k,-,-,-,-,a,-
high1278,-,-,-,-,e,e,e,i,-,-,-,y,-,-,-,-,i,-
pipi1250,i,y,-,-,e,i,e,-,-,-,-,-,-,-,-,-,i,-
mono1275,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,u,-
mono1275,-,p,-,-,a,-,h,i,-,-,i,-,-,-,-,-,i,-
nort2954,-,p,-,-,a,-,h,i,-,-,i,y,-,-,-,-,u,-
pana1305,-,p,-,-,a,-,-,i,-,-,-,-,-,-,-,-,-,-
pana1305,-,p,-,-,a,-,h,i,-,-,-,-,-,-,-,-,-,-
coma1245,-,p,-,-,a,-,h,i,h,t,i,-,-,-,-,-,3,-
kawa1283,-,p,-,-,e,-,h,e,-,-,i,y,-,-,-,-,u,-
kawa1283,-,p,-,-,e,-,h,e,-,-,-,-,-,-,-,-,-,-
hopi1249,-,p,a,a,a,-,-,i,-,-,-,y,-,-,-,-,o,m
tuba1278,-,p,-,-,a,-,-,i,-,-,-,-,-,-,-,-,-,-
cahu1264,-,p,a,-,a,-,h,a,-,-,-,-,-,-,-,-,a,-
kiow1266,-,p,-,h,a,-,a,a,-,o,o,-,-,-,-,-,o,-
