language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
huar1255,k,-,-,o,-,-,-,t,-,-,s,-,-,i,-
cent2131,g,-,-,o,-,-,-,t,-,-,S,i,-,i,-
mayo1264,k,-,-,o,o,T,T,t,-,-,S,-,-,e,-
yaqu1251,k,-,-,o,o,-,-,t,-,-,S,-,-,e,-
elna1235,k,-,-,u,-,-,-,t,-,-,s,u,-,u,-
huic1243,k,-,-,u,-,-,-,t,-,-,s,-,-,i,-
toho1245,k,-,-,o,-,-,-,s,-,-,S,-,-,-,-
pima1248,k,-,-,o,-,-,-,s,-,-,S,-,-,-,-
sout2976,k,-,-,o,-,-,-,-,-,-,s,-,-,-,-
nort2959,t,-,s,o,-,-,-,t,s,o,s,-,-,e,-
tete1251,k,-,-,o,-,-,-,t,-,-,S,-,-,i,-
high1278,k,-,-,o,-,-,-,t,-,-,S,-,-,i,-
pipi1250,k,-,-,u,-,-,-,t,-,-,S,-,-,i,-
mono1275,-,-,-,3,-,-,-,-,-,-,w,-,-,i,-
nort2954,-,-,-,3,-,-,-,-,-,-,w,-,-,i,-
nort2954,-,-,-,3,-,-,-,-,-,-,w,-,-,i,-
pana1305,-,-,-,3,-,-,-,-,-,-,p,3,-,i,-
coma1245,-,-,-,3,-,-,-,-,-,-,p,3,-,i,-
kawa1283,-,-,-,3,-,-,-,-,-,-,p,-,-,i,-
hopi1249,p,i,3,3,-,-,-,-,-,-,w,-,-,i,-
tuba1278,-,-,-,u,-,-,-,t,-,-,s,u,l,u,m
tuba1278,-,-,-,-,-,-,-,t,-,-,s,u,l,u,m
cahu1264,k,-,-,u,-,-,-,-,-,-,p,-,-,-,-
kiow1266,-,-,-,-,-,-,-,d,e,e,-,e,-,e,-
