language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
huar1255,-,s,-,e,-,-,k,-,-,-,-,-,-,a,-,-,a,-,-,-
cent2131,-,s,-,e,-,-,k,-,-,-,-,-,-,a,-,-,a,-,-,-
mayo1264,-,-,-,-,-,-,k,o,o,-,-,-,-,-,-,-,o,m,i,-
yaqu1251,-,-,-,-,-,-,k,o,o,n,k,a,b,a,-,-,a,m,-,-
elna1235,-,m,w,a,a,h,k,-,-,-,-,-,-,a,7,-,a,-,-,-
huic1243,-,m,-,a,-,m,-,-,-,-,-,-,-,a,-,-,a,-,-,-
toho1245,-,n,-,-,o,w,-,-,-,-,-,-,-,i,-,-,-,-,-,-
pima1248,-,-,-,-,-,h,-,-,-,-,-,-,-,u,t,s,a,-,-,-
sout2976,-,n,-,-,o,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2959,y,d,-,-,-,Z,-,-,-,-,-,-,-,u,t,s,a,-,-,-
tete1251,-,m,-,-,o,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-
high1278,-,-,-,-,a,h,k,-,-,-,-,-,-,-,-,-,o,-,l,-
pipi1250,-,m,-,-,a,h,k,-,-,-,-,-,-,-,-,-,u,-,l,-
mono1275,-,p,-,-,-,-,-,-,-,-,-,-,-,3,t,-,a,-,-,-
nort2954,-,p,-,-,-,-,-,-,-,-,-,-,-,3,t,-,a,-,-,-
pana1305,-,p,-,-,-,-,-,-,-,-,-,-,-,3,t,-,a,-,-,-
coma1245,-,p,-,-,-,-,-,-,-,-,-,-,-,3,r,-,a,-,-,-
kawa1283,-,p,-,-,-,-,-,-,-,-,-,-,-,3,r,-,a,-,v,3
hopi1249,-,m,-,-,a,-,-,-,-,-,-,-,-,a,7,-,a,-,-,-
tuba1278,-,m,-,-,-,-,-,-,-,-,-,-,-,a,d,z,a,-,n,-
tuba1278,-,m,-,-,-,-,-,-,-,-,-,-,-,a,t,s,o,-,n,-
cahu1264,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-
kiow1266,-,m,-,-,-,-,-,-,-,-,-,-,-,o,n,-,-,-,-,-
