language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
huar1255,-,-,n,-,e,-,n,e,-,-,-,-,e,-
cent2131,-,-,n,-,e,-,n,e,-,-,-,-,e,-
cent2131,-,-,-,-,e,-,n,e,-,-,-,-,e,-
mayo1264,-,-,b,-,i,-,-,i,T,T,t,S,a,-
yaqu1251,-,-,b,-,i,-,-,i,-,-,t,S,a,-
elna1235,-,-,s,e,e,-,-,i,-,h,r,-,a,-
huic1243,-,-,z,-,e,-,-,i,-,-,-,-,-,-
huic1243,-,-,n,-,-,-,-,i,-,e,r,-,e,-
toho1245,-,-,n,-,3,-,-,i,-,-,d,-,-,-
pima1248,-,-,n,-,3,-,-,i,-,-,d,-,-,-
sout2976,-,-,n,-,3,-,-,i,-,-,5,-,-,-
nort2959,-,-,n,-,u,-,n,i,-,-,d,-,e,-
tete1251,-,-,-,-,-,-,-,h,-,-,t,-,a,-
high1278,-,-,-,-,-,-,-,-,-,-,t,-,a,-
pipi1250,-,-,-,-,-,-,-,i,-,-,t,-,a,-
mono1275,-,-,p,-,u,-,n,i,-,-,-,-,-,-
nort2954,-,-,p,-,u,-,n,i,-,-,-,-,-,-
nort2954,-,-,p,-,u,-,n,i,-,-,-,-,-,-
nort2954,-,-,p,-,u,-,n,i,-,-,-,-,-,-
pana1305,-,-,p,-,u,-,-,i,-,-,-,-,-,-
coma1245,-,-,p,-,u,-,n,i,-,-,-,-,-,-
kawa1283,-,-,p,-,3,-,n,i,-,-,-,-,-,-
hopi1249,-,i,y,-,o,o,r,i,-,-,-,-,-,-
tuba1278,t,a,w,-,3,-,g,3,-,-,-,-,-,t
cahu1264,-,-,-,-,-,-,t,e,-,e,-,-,e,w
kiow1266,-,-,b,-,o,-,-,o,-,-,-,-,o,-
