language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
huar1255,-,s,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,u,u,-,-,-,-
cent2131,-,s,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,a,a,-,-,-,-
mayo1264,-,s,-,-,-,-,-,-,-,-,u,-,u,-,-,u,-,l,-,a,-,-,-,-
yaqu1251,-,h,-,-,-,-,-,-,-,-,i,-,i,-,-,a,p,s,-,i,-,-,-,-
elna1235,-,S,a,i,a,i,h,n,y,-,u,7,u,-,k,a,-,r,-,i,-,-,-,-
huic1243,-,-,-,i,-,i,-,-,y,-,a,-,-,-,-,a,-,r,-,i,-,-,-,-
toho1245,-,-,-,-,-,i,b,-,d,-,a,-,-,-,-,-,-,g,-,-,-,-,-,-
pima1248,-,-,-,-,-,i,b,-,d,-,a,-,-,-,-,-,-,g,-,-,-,-,-,-
sout2976,-,-,-,-,-,y,-,-,d,Z,u,-,-,-,-,-,-,r,-,-,-,-,-,-
nort2959,-,-,-,-,-,y,-,-,d,Z,u,-,-,-,-,-,-,r,-,e,-,-,-,-
tete1251,-,y,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,o,h,t,l,i
high1278,i,y,-,-,-,-,-,-,-,o,o,-,-,-,-,-,-,l,-,o,-,-,-,-
pipi1250,-,y,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,o,-,-,-,-
pipi1250,-,y,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-
mono1275,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,w,-,3,-,-,-,-
nort2954,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,w,-,3,-,-,-,-
pana1305,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,h,w,3,-,-,-,-
coma1245,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,h,-,i,-,-,-,-
kawa1283,-,p,-,-,-,3,-,-,-,h,i,-,-,-,-,-,-,y,-,3,-,-,p,i
hopi1249,-,-,-,-,-,-,-,-,-,-,3,-,-,n,a,a,N,w,-,3,-,-,-,-
tuba1278,-,S,-,-,-,-,-,-,-,-,u,-,-,n,-,-,-,-,-,a,-,-,l,-
cahu1264,-,s,-,-,-,-,-,-,-,-,u,-,u,n,-,-,-,-,-,i,-,-,l,-
kiow1266,t,h,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,e,-,-,n,-
