language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
huar1255,t,-,a,h,-,t,-,-,-,-,a,-,-,-,-,-,-,a,-
cent2131,r,-,a,-,-,t,-,-,-,-,a,-,a,l,-,-,-,i,-
mayo1264,s,u,u,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,-
yaqu1251,t,a,a,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-
elna1235,p,-,3,h,-,t,S,i,3,r,a,-,-,7,-,-,-,a,-
elna1235,p,-,3,s,-,t,-,-,-,-,i,-,-,-,-,-,-,i,-
huic1243,-,-,-,-,-,k,-,-,u,k,a,-,-,-,-,-,-,a,-
toho1245,-,-,-,s,-,t,-,-,-,-,o,-,-,n,-,-,-,i,-
pima1248,-,-,-,s,-,t,-,-,-,-,o,-,-,n,-,-,-,-,-
sout2976,T,-,-,h,-,t,S,-,-,-,o,-,-,-,-,-,-,i,5
nort2959,-,-,-,-,-,t,-,-,-,-,o,-,-,n,-,-,-,i,-
tete1251,t,-,o,-,-,t,-,-,-,-,u,n,k,-,-,-,-,i,-
high1278,t,-,o,-,-,t,-,-,-,-,o,-,k,t,-,-,-,i,k
pipi1250,t,-,u,-,-,t,-,-,-,-,u,-,-,n,-,-,-,i,k
mono1275,-,-,3,-,-,t,-,-,-,-,3,-,-,7,-,-,-,3,-
nort2954,-,-,3,-,-,t,-,-,-,-,3,-,-,t,-,-,-,3,-
pana1305,-,-,i,-,-,t,-,-,-,-,3,-,-,7,-,-,-,i,-
coma1245,-,-,3,-,-,r,-,-,-,-,3,-,-,7,-,-,-,i,-
kawa1283,-,-,-,-,-,t,-,-,a,r,a,-,-,7,w,i,d,3,-
hopi1249,m,-,i,-,-,-,-,-,-,-,3,-,-,k,-,-,-,i,-
tuba1278,-,-,3,7,3,d,-,-,-,-,3,-,-,7,-,-,-,-,-
tuba1278,-,-,3,-,-,d,-,-,-,-,3,-,-,7,-,-,-,3,t
cahu1264,S,-,i,-,-,-,-,-,-,-,-,-,-,w,-,m,-,a,-
kiow1266,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,a,l
