language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
huar1255,-,-,t,-,-,i,-,-,h,-,-,o,-,-,-,e,e,-,-
cent2131,-,-,r,-,-,e,-,-,h,-,-,o,-,-,-,o,i,-,-
mayo1264,-,-,-,-,-,o,-,-,-,-,-,o,-,o,7,o,u,-,-
yaqu1251,-,-,-,-,-,o,-,-,-,-,-,o,-,o,7,o,u,-,-
elna1235,-,-,t,-,-,i,-,-,y,a,a,a,t,a,7,-,a,-,-
huic1243,u,-,k,-,-,i,-,-,-,-,-,-,-,-,-,-,i,-,-
toho1245,-,-,t,S,-,3,-,-,-,-,-,-,-,-,-,o,y,-,-
pima1248,-,-,t,-,-,3,-,-,-,-,-,-,-,-,-,o,d,-,-
sout2976,T,h,t,S,-,i,-,-,-,-,-,-,-,-,-,o,5,-,-
nort2959,-,-,t,-,-,e,-,-,-,-,-,-,-,-,-,o,d,i,-
tete1251,-,-,t,l,o,e,-,-,k,-,-,-,-,-,-,a,t,l,-
high1278,-,-,t,-,-,a,-,-,g,-,-,-,-,-,-,a,t,-,-
pipi1250,-,-,t,-,-,a,-,-,k,-,-,-,-,-,-,a,t,-,-
pana1305,-,-,t,-,-,a,-,i,N,-,-,-,-,-,w,a,-,-,-
coma1245,-,-,t,-,-,-,-,e,n,-,-,a,-,-,p,3,7,-,-
kawa1283,-,-,t,-,-,a,-,-,n,-,-,i,-,-,p,3,z,i,-
hopi1249,-,-,t,-,-,a,a,a,q,-,-,-,-,-,-,a,-,-,-
tuba1278,-,-,t,-,-,a,-,-,t,-,-,-,-,-,w,a,l,-,-
cahu1264,-,-,n,-,-,a,-,a,x,-,-,-,-,-,-,a,n,i,S
kiow1266,-,-,k,-,-,i,-,-,y,-,-,-,-,-,-,a,i,-,-
