language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
huar1255,-,-,s,-,i,-,n,o,-,i,-,-,o,-,-,-,i,-,-,-,-,-,-
cent2131,-,-,s,-,i,-,n,o,-,-,-,-,o,-,-,-,i,-,-,-,-,-,-
mayo1264,-,-,b,a,-,-,-,a,-,k,-,-,o,-,-,-,t,-,-,-,-,-,-
yaqu1251,-,-,b,a,a,-,-,a,-,k,-,-,o,-,-,-,t,-,-,-,-,-,-
elna1235,-,-,k,-,u,u,7,u,-,k,-,-,u,-,-,-,7,-,-,u,-,-,-
huic1243,-,-,k,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
toho1245,-,-,k,-,-,-,-,o,-,7,-,-,o,-,-,w,i,-,-,-,-,-,-
pima1248,-,-,v,-,-,-,-,i,-,n,-,-,o,-,-,-,i,-,-,-,-,-,-
sout2976,-,-,k,-,-,-,-,-,-,-,-,-,o,-,-,-,7,-,-,-,-,-,-
nort2959,-,-,t,-,-,-,s,o,-,i,-,-,o,-,-,-,i,-,-,-,-,-,-
tete1251,-,-,k,-,-,-,-,-,-,-,-,-,o,-,-,w,a,t,-,l,-,-,-
high1278,-,-,k,-,-,-,-,-,-,-,-,-,o,-,-,w,a,t,-,-,-,-,-
pipi1250,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,w,a,t,-,-,-,-,-
mono1275,-,-,t,-,-,-,-,o,-,q,-,-,o,-,q,w,a,-,-,-,-,-,-
nort2954,-,-,t,-,-,-,-,o,-,k,-,-,o,-,-,-,-,-,-,-,-,-,-
nort2954,p,a,s,-,i,-,n,u,-,7,i,y,u,-,-,-,-,-,-,-,-,-,-
pana1305,-,-,t,-,-,-,-,o,-,k,-,-,o,-,-,-,a,-,-,-,-,-,-
coma1245,-,-,-,-,-,-,-,-,-,k,-,-,w,-,-,-,a,s,i,n,a,b,o
kawa1283,-,-,t,-,-,-,-,o,-,g,-,-,o,-,-,w,a,-,-,-,-,-,-
hopi1249,-,-,l,-,-,-,-,o,e,l,-,-,o,o,N,w,-,-,-,-,-,-,-
tuba1278,-,-,t,-,-,-,-,u,-,h,-,-,-,-,-,-,a,t,-,-,-,-,-
cahu1264,-,-,s,-,-,-,-,e,-,-,-,-,e,-,-,w,e,t,-,-,-,-,-
kiow1266,-,-,s,-,-,-,-,a,-,n,-,-,e,-,-,-,e,-,-,-,-,-,-
