language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
huar1255,n,-,a,-,-,o,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
cent2131,n,-,a,g,-,o,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
cent2131,n,-,a,w,-,o,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-
mayo1264,n,-,a,-,-,i,-,-,-,a,i,k,-,-,-,-,-,i,-,-,-
yaqu1251,n,-,a,-,-,i,-,-,-,a,i,k,-,-,-,-,-,i,-,-,-
elna1235,m,-,-,-,-,u,-,-,-,a,-,k,-,-,u,-,-,a,-,-,-
huic1243,n,-,a,-,-,u,-,-,-,a,i,k,-,-,-,-,-,a,-,-,-
toho1245,g,i,i,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-
pima1248,m,-,a,-,-,-,-,-,-,-,-,k,-,-,-,-,-,o,b,a,-
pima1248,g,-,i,-,-,-,-,-,-,-,-,k,-,-,-,-,-,o,-,-,-
sout2976,m,-,a,-,-,-,-,-,-,-,-,k,-,-,-,-,-,o,v,-,-
nort2959,m,-,a,-,-,-,-,-,-,-,-,k,-,-,o,-,-,o,v,a,-
tete1251,n,-,o,-,-,-,-,-,-,-,-,b,-,-,-,-,-,l,-,-,-
high1278,n,-,a,-,-,-,-,-,-,-,-,w,-,-,-,-,-,i,-,-,-
pipi1250,n,-,a,-,-,-,-,-,-,-,-,w,-,-,-,-,-,i,-,-,-
mono1275,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
mono1275,w,-,a,t,s,i,-,-,-,-,-,k,w,i,i,-,-,i,-,-,-
nort2954,w,-,a,t,s,i,-,-,-,3,-,g,w,i,i,y,-,u,-,-,-
pana1305,w,-,a,t,s,i,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
coma1245,h,-,a,-,-,i,y,a,r,o,-,k,w,-,-,-,-,e,-,-,-
kawa1283,w,-,a,t,s,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
hopi1249,n,-,a,-,l,-,-,-,-,o,-,-,-,e,i,-,-,o,-,e,m
tuba1278,n,-,a,n,-,-,-,-,-,a,-,-,-,-,-,-,-,u,-,-,-
cahu1264,w,i,i,t,S,i,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-
kiow1266,-,-,i,-,y,i,-,-,-,i,i,k,-,-,i,y,a,a,-,-,-
