language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
huar1255,-,-,-,s,-,-,-,-,-,-,-,-,-,i,-,-,k,u,u,-,-,-
cent2131,-,-,-,s,-,-,-,-,-,-,-,-,-,u,-,-,k,i,i,-,-,-
mayo1264,-,-,-,s,-,-,-,-,-,-,-,-,i,i,-,-,k,-,u,-,-,-
yaqu1251,-,-,-,s,-,-,-,-,i,-,-,-,i,i,-,-,k,-,u,-,-,-
elna1235,-,-,-,s,i,i,i,p,u,t,-,-,S,e,-,-,t,s,i,-,-,-
huic1243,-,-,-,z,-,-,-,-,3,t,e,m,i,i,-,-,t,s,i,-,-,-
toho1245,-,-,-,h,-,-,-,-,-,-,-,-,-,i,-,-,k,-,-,-,-,-
pima1248,-,-,-,h,-,-,-,-,-,-,-,-,-,i,-,-,k,-,-,-,-,-
sout2976,y,-,d,Z,-,-,-,-,-,-,-,-,-,i,-,-,k,-,-,-,-,-
nort2959,y,-,d,Z,-,-,-,-,-,-,-,-,-,i,-,-,t,s,o,-,-,-
tete1251,-,-,-,S,-,-,-,-,-,-,-,-,-,i,-,-,k,-,-,-,-,-
high1278,-,-,-,S,-,-,-,-,-,-,-,-,-,i,-,-,k,-,-,-,-,-
pipi1250,-,-,-,S,-,-,-,-,-,-,-,-,-,i,-,-,k,-,-,-,-,-
pipi1250,i,-,-,S,-,-,-,-,-,-,-,-,-,i,-,-,t,-,-,-,-,-
pipi1250,-,-,-,S,-,-,-,-,-,t,-,-,-,u,-,-,t,-,-,-,-,-
mono1275,p,o,t,s,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
nort2954,-,-,-,s,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
pana1305,-,-,-,s,-,-,-,-,-,-,-,-,-,i,-,-,k,-,o,-,-,-
coma1245,-,-,-,s,-,-,-,-,-,-,-,-,-,i,-,-,k,-,u,-,-,-
kawa1283,-,-,-,S,-,-,-,-,-,-,-,-,-,i,-,-,g,-,u,-,v,i
tuba1278,-,-,-,S,-,-,-,-,-,-,-,-,-,i,d,u,l,-,u,S,t,-
cahu1264,-,-,-,7,-,-,-,-,-,-,-,-,-,u,-,-,-,-,u,-,l,-
kiow1266,p,-,-,h,-,-,-,-,-,-,-,-,e,i,-,p,h,-,o,-,t,-
