language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
huar1255,-,o,-,-,t,-,s,i,i,r,-,-,u,m,e,-,-,-,-,-,-
cent2131,-,o,-,-,t,-,s,e,e,r,-,-,a,m,e,-,-,-,-,-,-
mayo1264,-,-,-,-,-,-,-,-,i,y,u,u,u,w,a,-,-,-,-,-,-
yaqu1251,-,-,-,-,-,-,-,-,i,y,-,-,-,-,o,-,-,-,-,-,-
elna1235,v,a,a,s,t,a,7,-,-,-,-,-,-,-,a,-,-,-,-,-,-
huic1243,r,a,-,-,t,-,s,-,i,-,-,-,-,-,i,-,-,-,-,-,-
toho1245,-,-,-,-,-,-,h,-,3,k,-,-,-,-,i,-,h,u,k,a,m
pima1248,-,-,-,-,-,-,k,-,3,l,-,-,-,-,i,-,-,-,-,-,-
sout2976,-,y,-,-,d,-,Z,-,a,g,-,-,-,-,3,-,-,-,t,-,-
nort2959,-,a,-,l,t,-,s,u,u,l,-,-,-,-,i,-,-,-,-,-,-
nort2959,-,-,-,-,t,-,s,-,u,l,-,-,-,-,i,-,-,-,-,-,-
tete1251,-,-,-,-,-,-,-,-,-,b,-,-,-,-,i,-,-,e,b,e,n
tete1251,-,-,-,-,-,-,s,-,o,l,-,-,-,t,i,-,-,-,k,-,-
high1278,-,-,-,-,-,-,w,-,e,w,-,-,e,t,-,-,-,-,-,-,-
high1278,-,-,-,-,-,-,s,-,o,l,-,-,-,t,i,-,-,-,k,-,-
pipi1250,-,-,-,-,t,-,S,-,u,l,-,-,-,-,e,-,-,-,h,-,-
mono1275,-,-,-,-,-,-,m,-,u,-,-,-,a,-,-,-,-,-,-,-,-
nort2954,-,-,-,-,-,-,m,-,u,-,-,-,a,-,-,-,-,-,-,-,-
pana1305,-,-,-,-,-,-,p,-,3,-,-,-,a,-,i,-,-,-,-,-,-
coma1245,-,-,-,-,-,-,t,s,u,-,-,-,k,-,u,-,-,-,-,-,-
kawa1283,-,-,-,-,-,-,7,-,-,-,-,-,i,t,y,-,-,-,-,-,-
hopi1249,-,-,-,-,-,-,w,3,3,-,-,-,3,-,i,-,y,-,-,a,-
hopi1249,-,-,-,-,-,-,w,i,3,-,-,-,3,-,i,-,y,o,7,o,-
tuba1278,-,u,-,-,-,-,7,-,u,l,-,-,a,w,i,t,s,-,-,a,-
tuba1278,-,-,-,-,-,-,-,-,u,l,-,-,a,w,3,t,-,-,-,-,-
kiow1266,-,-,-,-,-,-,-,-,e,-,-,-,-,-,i,-,l,-,-,-,-
