language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
huar1255,-,-,-,-,-,w,i,-,t,-,-,S,-,-,i,-,-,-
cent2131,-,-,-,-,-,w,i,-,t,-,-,S,-,i,i,-,-,-
mayo1264,-,-,-,-,-,b,e,-,-,-,-,-,-,-,e,e,w,a
yaqu1251,-,-,-,-,-,b,e,-,-,-,-,-,-,-,e,-,-,a
elna1235,-,n,a,-,-,v,i,-,-,-,-,-,-,-,i,-,-,-
huic1243,-,-,-,-,-,w,i,-,-,-,-,-,-,-,i,-,-,-
huic1243,-,n,a,-,-,w,i,-,-,-,-,-,-,-,i,-,-,-
toho1245,-,-,3,-,-,l,-,-,d,-,-,-,-,-,a,-,g,-
pima1248,-,-,3,-,-,l,i,-,d,-,-,-,-,-,a,-,g,-
nort2959,-,-,u,-,-,l,i,-,d,-,-,-,-,-,a,-,g,a
tete1251,-,k,-,-,-,w,i,-,t,l,a,S,t,l,i,-,-,-
high1278,-,k,-,-,-,w,e,-,t,-,a,S,-,-,i,-,-,o
pipi1250,-,k,-,-,-,w,e,-,t,-,a,s,t,-,i,-,-,-
mono1275,-,s,i,-,-,p,o,-,7,-,-,-,-,-,i,-,-,-
nort2954,-,-,-,-,-,p,3,-,h,-,-,-,-,-,3,-,-,-
pana1305,-,-,-,-,-,p,o,-,7,-,-,-,-,-,a,-,-,-
coma1245,-,-,-,-,-,p,o,-,7,-,-,-,-,o,a,-,7,-
kawa1283,a,s,i,a,-,v,i,-,7,-,-,-,-,-,-,-,-,-
hopi1249,t,s,i,i,i,p,3,-,-,-,-,-,-,-,-,-,-,-
tuba1278,-,-,-,-,-,p,o,n,t,-,-,-,-,-,-,-,-,-
cahu1264,-,s,a,a,-,v,a,-,l,-,-,-,-,-,-,-,-,-
kiow1266,-,k,-,-,-,h,o,-,-,-,-,-,-,-,e,-,-,-
