language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
huar1255,-,-,-,t,-,o,-,-,-,s,-,-,-,-,-,-,a,-,a,n,a,m,e
cent2131,-,-,-,r,-,o,-,-,-,s,-,-,-,-,-,-,a,-,a,k,a,m,e
mayo1264,-,-,-,t,-,o,-,-,-,s,-,-,-,-,-,-,a,-,-,l,-,-,i
yaqu1251,-,-,-,t,o,o,-,-,-,s,-,-,-,-,-,-,a,-,-,7,-,-,i
elna1235,-,-,-,k,-,w,-,-,-,-,-,-,-,-,-,-,e,e,i,n,a,-,-
huic1243,-,p,u,t,-,u,-,-,-,r,-,-,-,-,-,-,a,-,-,-,a,-,-
huic1243,-,-,-,t,-,u,-,-,-,r,-,-,-,-,-,-,a,-,-,-,a,m,e
toho1245,-,s,-,t,-,o,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-
pima1248,-,s,-,t,-,o,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-
sout2976,T,h,-,t,S,u,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
nort2959,-,-,-,t,-,o,-,-,-,x,-,-,-,-,-,-,a,-,-,-,-,-,-
tete1251,i,s,-,t,-,-,-,-,-,-,-,-,-,-,-,-,o,-,e,k,-,-,-
high1278,i,s,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,k,-,-,-
pipi1250,i,s,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,k,-,-,-
mono1275,-,-,-,t,-,o,-,-,t,s,-,-,i,p,o,n,o,-,-,-,-,-,-
nort2954,-,-,-,t,-,o,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-
pana1305,-,-,-,t,-,o,-,-,-,s,a,p,i,h,-,t,3,-,-,-,-,-,-
coma1245,-,-,-,t,-,o,-,-,-,s,a,p,i,h,-,t,3,-,-,n,-,-,-
kawa1283,-,-,-,-,-,-,-,-,-,s,e,g,i,-,-,d,3,-,-,-,-,-,-
hopi1249,-,-,-,q,-,o,e,i,t,s,a,w,a,s,-,-,a,-,-,7,-,-,-
tuba1278,o,-,-,b,-,o,-,-,-,S,-,-,-,-,-,-,3,-,-,-,-,-,-
tuba1278,-,-,-,p,-,o,-,-,-,S,-,-,-,-,-,-,3,-,3,t,-,-,-
cahu1264,-,-,-,t,-,e,-,-,-,-,e,v,i,S,-,n,e,-,-,k,-,-,-
kiow1266,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,e,-,-,-,e
