language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
huar1255,-,-,-,-,-,-,-,e,m,-,-,a,a,-,-,-
cent2131,-,-,-,-,-,-,-,e,m,e,l,a,a,-,-,-
mayo1264,-,h,e,e,-,-,-,e,m,-,-,-,a,m,-,-
yaqu1251,-,h,e,e,-,-,-,e,m,-,-,-,a,m,-,-
elna1235,-,n,-,i,y,a,a,a,m,-,-,w,a,-,-,-
huic1243,-,n,-,e,-,-,-,e,m,-,-,-,a,-,-,-
toho1245,-,n,-,-,-,-,-,3,m,-,-,-,-,-,-,-
pima1248,-,n,-,-,-,-,-,3,m,-,-,-,-,-,-,-
sout2976,-,l,-,-,-,-,-,u,m,-,-,-,a,n,-,-
nort2959,-,n,-,-,-,-,-,u,m,-,-,-,a,d,-,-
tete1251,e,l,-,-,l,-,-,i,-,-,-,-,-,-,-,-
pipi1250,e,l,-,-,t,-,-,a,p,-,-,-,a,T,t,S
mono1275,-,n,-,-,-,-,-,3,m,-,-,i,3,-,-,-
nort2954,-,n,-,-,-,-,-,3,m,-,-,-,3,-,-,-
pana1305,-,n,-,-,-,-,-,3,m,-,-,-,3,-,-,-
coma1245,-,n,-,-,-,-,-,3,m,-,-,-,3,-,-,-
kawa1283,-,n,-,3,w,-,-,3,b,-,-,-,i,-,-,-
hopi1249,-,n,i,3,-,-,-,3,m,-,-,-,a,-,-,-
tuba1278,-,n,-,-,-,-,-,3,m,-,-,-,a,l,-,-
cahu1264,-,n,-,e,-,-,-,e,m,-,-,-,a,-,-,-
kiow1266,-,t,-,-,-,-,-,-,-,-,-,-,o,l,-,-
