language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
huar1255,-,-,-,-,t,-,-,-,a,h,a,i,a,-,i,-
cent2131,-,-,-,-,-,-,-,-,-,-,-,i,-,-,i,-
cent2131,-,-,-,-,r,-,-,-,a,h,-,a,-,-,a,-
mayo1264,-,-,-,-,-,-,-,-,-,b,e,e,e,t,e,-
yaqu1251,-,-,-,-,-,-,-,-,-,b,e,e,e,t,e,-
elna1235,-,-,-,-,t,-,-,-,a,-,-,-,-,-,-,-
huic1243,-,-,-,-,t,-,-,-,a,-,-,-,-,-,i,-
huic1243,-,-,-,-,t,-,-,-,a,-,-,-,-,-,-,-
toho1245,-,-,-,-,m,-,-,-,3,h,-,-,-,-,i,-
pima1248,-,-,-,-,m,-,-,-,3,h,-,-,-,-,3,-
sout2976,-,-,-,-,m,-,-,-,3,-,-,-,-,-,i,m
nort2959,-,-,-,-,m,u,i,-,u,-,-,-,-,-,i,-
tete1251,S,-,-,u,t,-,l,-,a,-,-,-,-,-,-,-
high1278,-,-,-,-,t,o,n,-,e,w,-,-,-,-,i,-
pipi1250,-,-,-,-,t,-,-,-,a,t,-,-,-,-,i,a
pipi1250,-,-,-,-,t,-,-,-,a,t,-,-,-,-,i,-
mono1275,p,-,-,i,t,-,-,-,a,-,-,-,-,-,-,-
nort2954,-,-,-,-,n,-,-,-,a,7,-,-,-,-,i,-
nort2954,-,-,-,-,n,-,-,-,a,-,-,-,-,-,i,-
pana1305,w,a,i,i,y,-,-,-,a,-,-,-,-,-,-,-
coma1245,w,-,-,e,h,-,-,-,a,-,-,-,-,-,-,-
kawa1283,-,-,-,-,n,-,-,-,e,7,-,-,-,-,e,-
hopi1249,-,-,-,-,i,-,-,-,3,w,-,-,-,-,i,-
tuba1278,-,-,-,a,n,-,Z,-,a,m,-,-,-,-,a,-
tuba1278,-,-,-,-,t,-,s,-,a,m,-,-,-,-,a,-
cahu1264,k,i,-,i,n,-,-,-,a,-,-,-,-,-,-,-
cahu1264,-,-,-,-,n,-,-,-,a,-,-,-,-,-,a,7
kiow1266,-,-,-,-,t,-,h,o,o,-,-,-,-,-,o,-
