language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
huar1255,-,-,k,-,a,w,e,e,-,r,u,m,a,-,-,-
cent2131,-,-,g,-,a,-,-,-,-,r,a,-,a,-,-,-
mayo1264,-,-,t,u,u,7,u,-,-,r,-,-,i,-,-,-
yaqu1251,-,-,t,u,u,7,-,-,-,-,-,-,i,-,-,-
elna1235,-,-,r,e,e,-,-,-,-,7,-,-,e,n,-,-
huic1243,-,-,-,i,i,y,a,-,-,r,-,-,i,-,-,-
toho1245,-,-,s,-,-,-,a,-,-,p,-,-,-,-,-,-
pima1248,-,-,s,e,u,g,a,-,-,t,-,-,u,-,-,-
nort2959,-,-,b,e,i,g,a,-,-,-,-,-,-,-,-,-
tete1251,-,-,k,-,-,w,a,-,-,l,-,-,i,-,-,-
high1278,-,-,k,-,-,w,a,-,-,l,-,-,i,-,-,-
pipi1250,a,-,h,-,-,w,i,-,-,-,-,-,i,y,a,k
pipi1250,-,-,-,-,-,-,-,-,-,-,-,-,i,y,e,k
mono1275,-,-,t,-,-,s,a,-,-,w,-,-,u,-,-,-
nort2954,-,-,p,-,i,s,a,-,-,-,-,-,-,-,-,-
nort2954,-,-,p,-,i,s,a,-,-,-,-,-,-,-,-,-
pana1305,-,-,t,-,-,s,a,u,n,t,-,-,3,n,-,-
coma1245,-,-,t,-,-,s,a,-,-,t,-,-,3,-,-,-
kawa1283,-,-,p,-,i,S,a,-,-,-,-,-,-,-,-,-
tuba1278,-,-,t,-,-,-,3,-,-,w,-,-,3,-,-,-
cahu1264,a,a,t,-,-,S,a,-,-,-,-,-,e,-,-,-
kiow1266,-,-,-,-,-,-,o,-,-,-,o,-,o,-,-,-
