language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
huar1255,-,-,-,-,-,-,-,-,-,k,a,w,e,-,-,e,r,u,m,a,-,-,-,-,-
cent2131,-,-,-,k,-,-,u,-,-,k,i,w,a,-,-,-,-,-,m,e,-,-,-,-,-
mayo1264,-,-,-,-,-,-,-,-,-,-,-,b,e,m,e,e,l,-,-,a,-,-,-,-,-
yaqu1251,-,-,-,-,-,-,-,-,-,-,-,b,e,m,e,e,l,-,-,a,-,-,-,-,-
elna1235,-,a,a,h,-,-,-,-,-,k,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
huic1243,-,-,-,h,-,-,e,-,-,k,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
toho1245,-,-,-,w,-,-,3,-,-,t,-,S,-,-,-,i,y,-,-,-,-,-,-,-,-
pima1248,-,-,-,v,-,-,3,-,-,t,-,-,-,-,-,u,d,-,-,-,-,-,-,-,-
sout2976,-,-,-,x,-,-,i,b,-,k,-,-,-,-,-,a,m,-,-,-,-,-,-,-,-
nort2959,-,-,-,b,-,-,u,-,-,t,-,-,-,-,-,u,d,-,-,e,-,-,-,-,-
tete1251,-,-,-,y,-,-,a,n,-,k,-,w,-,-,-,i,k,-,-,-,-,-,-,-,-
high1278,-,i,-,y,-,-,a,n,-,g,-,u,-,-,-,i,k,-,-,-,-,-,-,-,-
mono1275,-,-,-,p,-,-,3,-,-,t,-,-,-,-,-,-,-,-,-,3,t,t,3,p,3
nort2954,-,-,-,p,-,-,3,-,-,t,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
pana1305,-,-,-,-,-,-,3,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
coma1245,-,-,-,-,-,-,3,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
kawa1283,-,-,-,-,-,-,3,v,i,t,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
hopi1249,-,-,-,p,i,3,3,-,-,h,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
tuba1278,m,a,-,p,-,-,i,-,-,t,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
cahu1264,-,-,-,p,-,a,a,-,-,N,-,-,-,-,-,-,-,-,-,i,S,-,-,-,-
kiow1266,-,-,-,s,-,-,o,-,-,t,-,d,-,-,-,e,-,-,-,i,-,-,-,-,-
