language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
huar1255,-,-,s,-,-,a,-,w,-,-,-,-,a,t,-,o,o,-,m,-,e,-,-
cent2131,-,-,s,-,-,a,-,w,-,-,-,-,a,r,o,o,a,-,m,-,e,-,-
mayo1264,-,-,s,-,-,a,-,w,-,-,-,-,a,-,-,-,a,-,l,-,i,-,-
mayo1264,-,-,s,-,-,a,-,w,-,-,-,-,a,-,-,-,a,-,r,-,i,-,-
yaqu1251,-,-,s,-,-,a,-,w,-,-,-,-,a,-,-,i,a,-,-,-,i,-,-
yaqu1251,h,u,s,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
elna1235,-,-,t,i,y,a,-,u,-,-,-,-,a,-,-,-,-,u,m,w,a,-,-
huic1243,-,-,t,-,-,a,-,r,-,-,-,-,a,-,-,-,3,i,-,y,e,-,-
toho1245,-,-,s,-,-,o,-,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-
pima1248,-,-,s,-,-,o,-,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-
sout2976,-,-,-,-,-,u,-,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-
nort2959,-,-,-,-,-,o,-,-,-,-,-,-,a,-,-,-,-,-,m,-,a,-,-
tete1251,k,o,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,i,k,-
high1278,k,o,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,i,k,-
pipi1250,t,u,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,i,k,-
mono1275,-,-,-,-,-,o,-,h,-,-,-,-,a,-,-,-,-,-,p,-,o,n,o
nort2954,-,-,-,-,-,o,-,h,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
pana1305,-,-,-,-,-,o,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
coma1245,-,-,-,-,-,o,-,h,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
kawa1283,-,-,h,-,-,3,-,v,3,g,i,d,3,-,-,-,-,-,-,-,-,-,-
hopi1249,-,-,s,i,k,a,-,-,-,-,-,-,a,-,-,-,-,-,N,p,3,-,-
tuba1278,-,-,-,u,-,u,-,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-
cahu1264,-,-,t,e,-,e,-,s,-,-,-,n,e,-,-,-,-,-,k,-,i,S,-
kiow1266,g,u,-,-,-,o,t,k,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
